frame,x,y,IOIx,IOIy,frameRate,time,W = 1920,H = 1080,taps = 2
186127,370.9328,181.64505,-441.0,-782.0,59.880795,3104024.0,,,
186128,370.70605,181.51717,-441.0,-782.0,60.01584,3104040.0,,,
186129,370.4793,181.38928,-441.0,-782.0,60.141006,3104056.0,,,
186130,370.25256,181.2614,-441.0,-782.0,59.900826,3104074.0,,,
186131,370.02582,181.13351,-441.0,-782.0,60.036594,3104090.0,,,
186132,369.79907,181.00563,-441.0,-782.0,60.15122,3104106.0,,,
186133,369.57233,180.87775,-441.0,-782.0,60.089676,3104123.0,,,
186134,369.34558,180.74986,-441.0,-782.0,59.66317,3104143.0,,,
186135,369.11884,180.62198,-441.0,-782.0,59.800507,3104158.0,,,
186136,368.8921,180.4941,-441.0,-782.0,59.93846,3104174.0,,,
186137,368.66534,180.36621,-441.0,-782.0,59.887936,3104191.0,,,
186138,368.4386,180.23833,-441.0,-782.0,60.021683,3104206.0,,,
186139,368.21185,180.11044,-441.0,-782.0,59.968456,3104223.0,,,
186140,367.9851,179.98256,-441.0,-782.0,59.918015,3104240.0,,,
186141,367.75836,179.85468,-441.0,-782.0,60.05186,3104256.0,,,
186142,367.53162,179.72679,-441.0,-782.0,60.172455,3104272.0,,,
186143,367.30487,179.5989,-441.0,-782.0,60.011383,3104290.0,,,
186144,367.07812,179.47102,-441.0,-782.0,59.968433,3104307.0,,,
186145,366.85138,179.34314,-441.0,-782.0,60.09609,3104323.0,,,
186146,366.62463,179.21526,-441.0,-782.0,60.04314,3104340.0,,,
186147,366.3979,179.08737,-441.0,-782.0,59.975025,3104357.0,,,
186148,366.17114,178.95949,-441.0,-782.0,59.92421,3104374.0,,,
186149,365.9444,178.8316,-441.0,-782.0,60.05413,3104390.0,,,
186150,365.71765,178.70372,-441.0,-782.0,59.979755,3104407.0,,,
186151,365.4909,178.57584,-441.0,-782.0,59.928963,3104424.0,,,
186152,365.26416,178.44795,-441.0,-782.0,59.870464,3104441.0,,,
186153,365.0374,178.32007,-441.0,-782.0,60.002308,3104457.0,,,
186154,364.81067,178.19218,-441.0,-782.0,59.95114,3104474.0,,,
186155,364.58392,178.0643,-441.0,-782.0,59.990818,3104490.0,,,
186156,364.35718,177.93642,-441.0,-782.0,59.93067,3104507.0,,,
186157,364.13043,177.80853,-441.0,-782.0,60.061306,3104523.0,,,
186158,363.9037,177.68065,-441.0,-782.0,60.006245,3104540.0,,,
186159,363.67694,177.55276,-441.0,-782.0,59.94988,3104557.0,,,
186160,363.4502,177.42488,-441.0,-782.0,60.086147,3104573.0,,,
186161,363.22345,177.297,-441.0,-782.0,60.02112,3104590.0,,,
186162,362.9967,177.16911,-441.0,-782.0,59.973064,3104607.0,,,
186163,362.76996,177.04123,-441.0,-782.0,59.92287,3104624.0,,,
186164,362.5432,176.91335,-441.0,-782.0,60.054153,3104640.0,,,
186165,362.31647,176.78546,-441.0,-782.0,60.172832,3104656.0,,,
186166,362.08972,176.65758,-441.0,-782.0,59.936996,3104674.0,,,
186167,361.86298,176.5297,-441.0,-782.0,59.88384,3104691.0,,,
186168,361.63623,176.40181,-441.0,-782.0,60.01682,3104707.0,,,
186169,361.4095,176.27393,-441.0,-782.0,59.77534,3104725.0,,,
186170,361.18274,176.14604,-441.0,-782.0,60.092648,3104739.0,,,
186171,360.956,176.01816,-441.0,-782.0,60.214493,3104755.0,,,
186172,360.72925,175.89027,-441.0,-782.0,59.961033,3104773.0,,,
186173,360.5025,175.76239,-441.0,-782.0,59.91598,3104790.0,,,
186174,360.27576,175.6345,-441.0,-782.0,60.03927,3104806.0,,,
186175,360.049,175.50662,-441.0,-782.0,59.99206,3104823.0,,,
186176,359.82227,175.37874,-441.0,-782.0,59.939682,3104840.0,,,
186177,359.59552,175.25085,-441.0,-782.0,59.978966,3104857.0,,,
186178,359.36877,175.12297,-441.0,-782.0,59.92687,3104874.0,,,
186179,359.14203,174.99509,-441.0,-782.0,60.059086,3104890.0,,,
186180,358.91528,174.8672,-441.0,-782.0,60.182026,3104907.0,,,
186181,358.68854,174.73932,-441.0,-782.0,60.122135,3104923.0,,,
186182,358.4618,174.61143,-441.0,-782.0,59.969677,3104940.0,,,
186183,358.23505,174.48355,-441.0,-782.0,59.91953,3104957.0,,,
186184,358.0083,174.35567,-441.0,-782.0,60.055866,3104973.0,,,
186185,357.78156,174.22778,-441.0,-782.0,59.990273,3104990.0,,,
186186,357.5548,174.0999,-441.0,-782.0,60.125492,3105006.0,,,
186187,357.32806,173.97202,-441.0,-782.0,60.06736,3105023.0,,,
186188,357.10132,173.84413,-441.0,-782.0,60.01161,3105040.0,,,
186189,356.87457,173.71625,-441.0,-782.0,60.12412,3105056.0,,,
186190,356.64783,173.58836,-441.0,-782.0,60.07858,3105073.0,,,
186191,356.42108,173.46048,-441.0,-782.0,60.02131,3105090.0,,,
186192,356.19434,173.3326,-441.0,-782.0,60.149445,3105106.0,,,
186193,355.9676,173.20471,-441.0,-782.0,60.089745,3105123.0,,,
186194,355.74084,173.07683,-441.0,-782.0,60.03262,3105140.0,,,
186195,355.5141,172.94894,-441.0,-782.0,59.886658,3105157.0,,,
186196,355.28735,172.82106,-441.0,-782.0,60.02068,3105173.0,,,
186197,355.0606,172.69318,-441.0,-782.0,59.77878,3105191.0,,,
186198,354.83386,172.56529,-441.0,-782.0,60.089523,3105206.0,,,
186199,354.60712,172.43741,-441.0,-782.0,60.039272,3105223.0,,,
186200,354.38037,172.30952,-441.0,-782.0,59.97927,3105240.0,,,
186201,354.15363,172.18164,-441.0,-782.0,59.931503,3105257.0,,,
186202,353.92688,172.05376,-441.0,-782.0,60.058636,3105273.0,,,
186203,353.70013,171.92587,-441.0,-782.0,60.00411,3105290.0,,,
186204,353.4734,171.79799,-441.0,-782.0,59.765526,3105308.0,,,
186205,353.24664,171.6701,-441.0,-782.0,60.088097,3105323.0,,,
