frame,x,y,IOIx,IOIy,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = false
2006,14.510237,14.510237,10000.0,10000.0,60.032177,39935.0,,,,
2007,14.520237,14.520237,10000.0,10000.0,59.93301,39951.0,,,,
2008,14.530237,14.530237,10000.0,10000.0,59.93809,39968.0,,,,
2009,14.540237,14.540237,10000.0,10000.0,59.93885,39984.0,,,,
2010,14.550238,14.550238,10000.0,10000.0,60.018673,40000.0,,,,
2011,14.560238,14.560238,10000.0,10000.0,60.107243,40017.0,,,,
2012,14.570238,14.570238,10000.0,10000.0,60.022366,40034.0,,,,
2013,14.580238,14.580238,10000.0,10000.0,60.02626,40050.0,,,,
2014,14.590239,14.590239,10000.0,10000.0,59.935234,40068.0,,,,
2015,14.600239,14.600239,10000.0,10000.0,59.770527,40085.0,,,,
2016,14.610239,14.610239,10000.0,10000.0,60.037407,40100.0,,,,
2017,14.620239,14.620239,10000.0,10000.0,59.947517,40118.0,,,,
2018,14.6302395,14.6302395,10000.0,10000.0,59.763676,40135.0,,,,
2019,14.64024,14.64024,10000.0,10000.0,60.221912,40150.0,,,,
2020,14.65024,14.65024,10000.0,10000.0,59.94231,40168.0,,,,
2021,14.66024,14.66024,10000.0,10000.0,60.087727,40184.0,,,,
2022,14.67024,14.67024,10000.0,10000.0,60.27819,40199.0,,,,
2023,14.680241,14.680241,10000.0,10000.0,59.89556,40218.0,,,,
2024,14.690241,14.690241,10000.0,10000.0,59.939487,40234.0,,,,
2025,14.700241,14.700241,10000.0,10000.0,59.943317,40251.0,,,,
2026,14.710241,14.710241,10000.0,10000.0,60.04138,40267.0,,,,
2027,14.720242,14.720242,10000.0,10000.0,59.94259,40284.0,,,,
2028,14.730242,14.730242,10000.0,10000.0,60.03906,40300.0,,,,
2029,14.740242,14.740242,10000.0,10000.0,60.093376,40317.0,,,,
2030,14.750242,14.750242,10000.0,10000.0,60.035442,40334.0,,,,
2031,14.760242,14.760242,10000.0,10000.0,60.159916,40350.0,,,,
2032,14.770243,14.770243,10000.0,10000.0,60.11017,40366.0,,,,
2033,14.780243,14.780243,10000.0,10000.0,60.0242,40383.0,,,,
2034,14.790243,14.790243,10000.0,10000.0,60.02726,40400.0,,,,
2035,14.800243,14.800243,10000.0,10000.0,59.923172,40418.0,,,,
2036,14.810244,14.810244,10000.0,10000.0,60.017544,40434.0,,,,
2037,14.820244,14.820244,10000.0,10000.0,59.922333,40451.0,,,,
2038,14.830244,14.830244,10000.0,10000.0,60.021736,40467.0,,,,
2039,14.840244,14.840244,10000.0,10000.0,59.823895,40485.0,,,,
2040,14.8502445,14.8502445,10000.0,10000.0,59.947426,40501.0,,,,
2041,14.860245,14.860245,10000.0,10000.0,60.035114,40517.0,,,,
2042,14.870245,14.870245,10000.0,10000.0,59.94776,40535.0,,,,
2043,14.880245,14.880245,10000.0,10000.0,59.95035,40551.0,,,,
2044,14.890245,14.890245,10000.0,10000.0,59.948578,40567.0,,,,
2045,14.900246,14.900246,10000.0,10000.0,59.95152,40584.0,,,,
2046,14.910246,14.910246,10000.0,10000.0,60.033962,40601.0,,,,
2047,14.920246,14.920246,10000.0,10000.0,60.093025,40617.0,,,,
2048,14.930246,14.930246,10000.0,10000.0,60.20969,40633.0,,,,
2049,14.940247,14.940247,10000.0,10000.0,59.635994,40652.0,,,,
2050,14.950247,14.950247,10000.0,10000.0,59.954838,40668.0,,,,
2051,14.960247,14.960247,10000.0,10000.0,60.042484,40684.0,,,,
2052,14.970247,14.970247,10000.0,10000.0,59.947918,40701.0,,,,
2053,14.9802475,14.9802475,10000.0,10000.0,59.958466,40718.0,,,,
2054,14.990248,14.990248,10000.0,10000.0,60.224735,40733.0,,,,
2055,15.000248,15.000248,10000.0,10000.0,60.167454,40750.0,,,,
2056,15.010248,15.010248,10000.0,10000.0,59.85751,40768.0,,,,
2057,15.020248,15.020248,10000.0,10000.0,60.023247,40784.0,,,,
2058,15.030249,15.030249,10000.0,10000.0,60.039463,40800.0,,,,
2059,15.040249,15.040249,10000.0,10000.0,59.94174,40818.0,,,,
2060,15.050249,15.050249,10000.0,10000.0,60.045395,40834.0,,,,
2061,15.060249,15.060249,10000.0,10000.0,60.182335,40850.0,,,,
2062,15.07025,15.07025,10000.0,10000.0,60.0194,40867.0,,,,
2063,15.08025,15.08025,10000.0,10000.0,59.94501,40884.0,,,,
2064,15.09025,15.09025,10000.0,10000.0,60.155445,40900.0,,,,
2065,15.10025,15.10025,10000.0,10000.0,60.021614,40917.0,,,,
2066,15.11025,15.11025,10000.0,10000.0,60.02837,40934.0,,,,
2067,15.120251,15.120251,10000.0,10000.0,60.019028,40950.0,,,,
2068,15.130251,15.130251,10000.0,10000.0,60.01081,40967.0,,,,
2069,15.140251,15.140251,10000.0,10000.0,59.925713,40984.0,,,,
2070,15.150251,15.150251,10000.0,10000.0,60.037445,41000.0,,,,
2071,15.160252,15.160252,10000.0,10000.0,60.070377,41017.0,,,,
2072,15.170252,15.170252,10000.0,10000.0,59.998882,41034.0,,,,
2073,15.180252,15.180252,10000.0,10000.0,59.921124,41051.0,,,,
2074,15.190252,15.190252,10000.0,10000.0,59.926273,41067.0,,,,
2075,15.200253,15.200253,10000.0,10000.0,60.022694,41084.0,,,,
2076,15.210253,15.210253,10000.0,10000.0,60.043926,41100.0,,,,
2077,15.220253,15.220253,10000.0,10000.0,60.09115,41116.0,,,,
2078,15.230253,15.230253,10000.0,10000.0,59.79422,41135.0,,,,
2079,15.240253,15.240253,10000.0,10000.0,60.022865,41150.0,,,,
2080,15.250254,15.250254,10000.0,10000.0,60.074852,41167.0,,,,
2081,15.260254,15.260254,10000.0,10000.0,60.007458,41184.0,,,,
2082,15.270254,15.270254,10000.0,10000.0,60.016796,41201.0,,,,
2083,15.280254,15.280254,10000.0,10000.0,60.101746,41216.0,,,,
2084,15.290255,15.290255,10000.0,10000.0,60.04198,41233.0,,,,
2085,15.300255,15.300255,10000.0,10000.0,59.977375,41251.0,,,,
2086,15.310255,15.310255,10000.0,10000.0,59.92536,41268.0,,,,
2087,15.320255,15.320255,10000.0,10000.0,59.929703,41284.0,,,,
2088,15.3302555,15.3302555,10000.0,10000.0,59.932003,41301.0,,,,
2089,15.340256,15.340256,10000.0,10000.0,60.087547,41316.0,,,,
2090,15.350256,15.350256,10000.0,10000.0,60.227295,41332.0,,,,
2091,15.360256,15.360256,10000.0,10000.0,59.913097,41351.0,,,,
2092,15.370256,15.370256,10000.0,10000.0,59.92797,41367.0,,,,
2093,15.380257,15.380257,10000.0,10000.0,60.02963,41383.0,,,,
2094,15.390257,15.390257,10000.0,10000.0,60.161476,41400.0,,,,
2095,15.400257,15.400257,10000.0,10000.0,59.76668,41419.0,,,,
2096,15.410257,15.410257,10000.0,10000.0,59.93025,41434.0,,,,
2097,15.420258,15.420258,10000.0,10000.0,59.937237,41451.0,,,,
2098,15.430258,15.430258,10000.0,10000.0,60.218224,41466.0,,,,
2099,15.440258,15.440258,10000.0,10000.0,59.93214,41484.0,,,,
2100,15.450258,15.450258,10000.0,10000.0,59.921486,41501.0,,,,
2101,15.4602585,15.4602585,10000.0,10000.0,59.990562,41518.0,,,,
2102,15.470259,15.470259,10000.0,10000.0,60.005955,41534.0,,,,
2103,15.480259,15.480259,10000.0,10000.0,59.936054,41551.0,,,,
2104,15.490259,15.490259,10000.0,10000.0,59.9357,41567.0,,,,
2105,15.500259,15.500259,10000.0,10000.0,59.93465,41584.0,,,,
2106,15.51026,15.51026,10000.0,10000.0,60.02994,41600.0,,,,
2107,15.52026,15.52026,10000.0,10000.0,59.937492,41618.0,,,,
2108,15.53026,15.53026,10000.0,10000.0,59.78366,41636.0,,,,
2109,15.54026,15.54026,10000.0,10000.0,59.95543,41651.0,,,,
2110,15.550261,15.550261,10000.0,10000.0,59.96487,41667.0,,,,
2111,15.560261,15.560261,10000.0,10000.0,59.959877,41684.0,,,,
2112,15.570261,15.570261,10000.0,10000.0,60.05163,41700.0,,,,
2113,15.580261,15.580261,10000.0,10000.0,60.04534,41718.0,,,,
2114,15.590261,15.590261,10000.0,10000.0,59.95528,41734.0,,,,
2115,15.600262,15.600262,10000.0,10000.0,59.958572,41751.0,,,,
2116,15.610262,15.610262,10000.0,10000.0,59.95773,41767.0,,,,
2117,15.620262,15.620262,10000.0,10000.0,60.05153,41783.0,,,,
2118,15.630262,15.630262,10000.0,10000.0,59.958263,41801.0,,,,
2119,15.640263,15.640263,10000.0,10000.0,59.949528,41818.0,,,,
2120,15.650263,15.650263,10000.0,10000.0,60.037663,41834.0,,,,
2121,15.660263,15.660263,10000.0,10000.0,60.186096,41850.0,,,,
2122,15.670263,15.670263,10000.0,10000.0,59.95135,41867.0,,,,
2123,15.6802635,15.6802635,10000.0,10000.0,60.218548,41883.0,,,,
2124,15.690264,15.690264,10000.0,10000.0,60.180084,41899.0,,,,
2125,15.700264,15.700264,10000.0,10000.0,59.9342,41917.0,,,,
2126,15.710264,15.710264,10000.0,10000.0,60.032936,41933.0,,,,
2127,15.720264,15.720264,10000.0,10000.0,59.93849,41951.0,,,,
2128,15.730265,15.730265,10000.0,10000.0,59.93833,41967.0,,,,
2129,15.740265,15.740265,10000.0,10000.0,59.943714,41984.0,,,,
2130,15.750265,15.750265,10000.0,10000.0,60.165962,41999.0,,,,
2131,15.760265,15.760265,10000.0,10000.0,59.942566,42017.0,,,,
2132,15.770266,15.770266,10000.0,10000.0,60.027843,42033.0,,,,
2133,15.780266,15.780266,10000.0,10000.0,59.702454,42052.0,,,,
2134,15.790266,15.790266,10000.0,10000.0,59.95531,42067.0,,,,
2135,15.800266,15.800266,10000.0,10000.0,60.04928,42084.0,,,,
2136,15.8102665,15.8102665,10000.0,10000.0,60.037796,42100.0,,,,
2137,15.820267,15.820267,10000.0,10000.0,59.950336,42117.0,,,,
2138,15.830267,15.830267,10000.0,10000.0,60.052814,42134.0,,,,
2139,15.840267,15.840267,10000.0,10000.0,60.062305,42150.0,,,,
2140,15.850267,15.850267,10000.0,10000.0,60.04162,42167.0,,,,
2141,15.860268,15.860268,10000.0,10000.0,59.865597,42185.0,,,,
2142,15.870268,15.870268,10000.0,10000.0,60.00983,42201.0,,,,
2143,15.880268,15.880268,10000.0,10000.0,59.94831,42218.0,,,,
2144,15.890268,15.890268,10000.0,10000.0,60.17579,42233.0,,,,
2145,15.900269,15.900269,10000.0,10000.0,59.950752,42251.0,,,,
2146,15.910269,15.910269,10000.0,10000.0,60.03785,42268.0,,,,
2147,15.920269,15.920269,10000.0,10000.0,59.919567,42284.0,,,,
2148,15.930269,15.930269,10000.0,10000.0,59.955666,42301.0,,,,
2149,15.940269,15.940269,10000.0,10000.0,60.044632,42317.0,,,,
2150,15.95027,15.95027,10000.0,10000.0,59.837246,42335.0,,,,
2151,15.96027,15.96027,10000.0,10000.0,59.959496,42351.0,,,,
