frame,x,y,IOIx,IOIy,xGhost,yGhost,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = true
2071,277.01,712.01,10000.0,10000.0,274.0,733.0,60.04202,37297.0,,,,
2072,277.02002,712.02,10000.0,10000.0,274.0,732.0,59.96194,37314.0,,,,
2073,277.03003,712.03,10000.0,10000.0,274.0,731.0,60.11483,37330.0,,,,
2074,277.04004,712.04004,10000.0,10000.0,274.0,731.0,60.1855,37346.0,,,,
2075,277.05005,712.05005,10000.0,10000.0,274.0,730.0,59.830933,37365.0,,,,
2076,277.06006,712.06006,10000.0,10000.0,274.0,730.0,60.032112,37381.0,,,,
2077,277.07007,712.07007,10000.0,10000.0,274.0,729.0,59.821815,37399.0,,,,
2078,277.08008,712.0801,10000.0,10000.0,274.0,729.0,60.154297,37413.0,,,,
2079,277.0901,712.0901,10000.0,10000.0,274.0,728.0,59.651527,37433.0,,,,
2080,277.1001,712.1001,10000.0,10000.0,274.0,727.0,60.12339,37448.0,,,,
2081,277.1101,712.1101,10000.0,10000.0,274.0,727.0,59.773144,37466.0,,,,
2082,277.12012,712.1201,10000.0,10000.0,274.0,726.0,59.946587,37482.0,,,,
2083,277.13013,712.1301,10000.0,10000.0,275.0,726.0,59.718014,37500.0,,,,
2084,277.14014,712.14014,10000.0,10000.0,275.0,725.0,59.980846,37515.0,,,,
2085,277.15015,712.15015,10000.0,10000.0,275.0,724.0,59.905487,37532.0,,,,
2086,277.16016,712.16016,10000.0,10000.0,275.0,724.0,59.87961,37549.0,,,,
2087,277.17017,712.17017,10000.0,10000.0,275.0,723.0,60.019085,37565.0,,,,
2088,277.18018,712.1802,10000.0,10000.0,275.0,723.0,59.827477,37583.0,,,,
2089,277.1902,712.1902,10000.0,10000.0,275.0,722.0,60.098404,37597.0,,,,
2090,277.2002,712.2002,10000.0,10000.0,275.0,721.0,59.987633,37615.0,,,,
2091,277.2102,712.2102,10000.0,10000.0,275.0,721.0,59.82435,37632.0,,,,
2092,277.2202,712.2202,10000.0,10000.0,275.0,720.0,60.03865,37648.0,,,,
2093,277.23022,712.2302,10000.0,10000.0,276.0,719.0,60.20384,37663.0,,,,
2094,277.24023,712.24023,10000.0,10000.0,276.0,719.0,60.105885,37681.0,,,,
2095,277.25024,712.25024,10000.0,10000.0,276.0,718.0,59.66199,37701.0,,,,
2096,277.26025,712.26025,10000.0,10000.0,276.0,718.0,59.846996,37716.0,,,,
2097,277.27026,712.27026,10000.0,10000.0,276.0,717.0,60.117184,37732.0,,,,
2098,277.28027,712.2803,10000.0,10000.0,276.0,716.0,59.8895,37749.0,,,,
