frame,x,y,IOIx,IOIy,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = true
979,0.01,0.01,10000.0,10000.0,59.9269,19108.0,,,,
980,0.02,0.02,10000.0,10000.0,60.106255,19116.0,,,,
981,0.03,0.03,10000.0,10000.0,59.954304,19133.0,,,,
982,0.04,0.04,10000.0,10000.0,60.021793,19150.0,,,,
983,0.049999997,0.049999997,10000.0,10000.0,60.02712,19166.0,,,,
984,0.059999995,0.059999995,10000.0,10000.0,59.95369,19183.0,,,,
985,0.06999999,0.06999999,10000.0,10000.0,60.038765,19199.0,,,,
986,0.07999999,0.07999999,10000.0,10000.0,59.951187,19216.0,,,,
987,0.08999999,0.08999999,10000.0,10000.0,59.954266,19234.0,,,,
988,0.09999999,0.09999999,10000.0,10000.0,59.915585,19250.0,,,,
989,0.109999985,0.109999985,10000.0,10000.0,59.655884,19268.0,,,,
990,0.11999998,0.11999998,10000.0,10000.0,59.669193,19284.0,,,,
991,0.12999998,0.12999998,10000.0,10000.0,60.1228,19298.0,,,,
992,0.13999999,0.13999999,10000.0,10000.0,59.992657,19315.0,,,,
993,0.14999999,0.14999999,10000.0,10000.0,59.99133,19332.0,,,,
994,0.16,0.16,10000.0,10000.0,59.994133,19348.0,,,,
995,0.17,0.17,10000.0,10000.0,59.98706,19365.0,,,,
996,0.18,0.18,10000.0,10000.0,59.84122,19383.0,,,,
997,0.19000001,0.19000001,10000.0,10000.0,59.705112,19400.0,,,,
998,0.20000002,0.20000002,10000.0,10000.0,60.091198,19415.0,,,,
999,0.21000002,0.21000002,10000.0,10000.0,60.0137,19432.0,,,,
1000,0.22000003,0.22000003,10000.0,10000.0,60.10148,19448.0,,,,
1001,0.23000003,0.23000003,10000.0,10000.0,60.09877,19465.0,,,,
1002,0.24000004,0.24000004,10000.0,10000.0,60.08793,19481.0,,,,
1003,0.25000003,0.25000003,10000.0,10000.0,59.94064,19499.0,,,,
1004,0.26000002,0.26000002,10000.0,10000.0,59.69531,19517.0,,,,
1005,0.27,0.27,10000.0,10000.0,60.10232,19532.0,,,,
1006,0.28,0.28,10000.0,10000.0,60.009346,19548.0,,,,
1007,0.29,0.29,10000.0,10000.0,60.008595,19565.0,,,,
1008,0.29999998,0.29999998,10000.0,10000.0,60.008987,19582.0,,,,
1009,0.30999997,0.30999997,10000.0,10000.0,60.000416,19598.0,,,,
1010,0.31999996,0.31999996,10000.0,10000.0,60.008476,19615.0,,,,
1011,0.32999995,0.32999995,10000.0,10000.0,59.989346,19632.0,,,,
1012,0.33999994,0.33999994,10000.0,10000.0,59.667492,19650.0,,,,
1013,0.34999993,0.34999993,10000.0,10000.0,60.017757,19665.0,,,,
1014,0.35999992,0.35999992,10000.0,10000.0,60.09363,19682.0,,,,
1015,0.36999992,0.36999992,10000.0,10000.0,60.10035,19699.0,,,,
1016,0.3799999,0.3799999,10000.0,10000.0,60.064457,19715.0,,,,
1017,0.3899999,0.3899999,10000.0,10000.0,60.007275,19732.0,,,,
1018,0.3999999,0.3999999,10000.0,10000.0,60.006264,19749.0,,,,
1019,0.40999988,0.40999988,10000.0,10000.0,60.079052,19765.0,,,,
1020,0.41999987,0.41999987,10000.0,10000.0,60.095367,19781.0,,,,
1021,0.42999986,0.42999986,10000.0,10000.0,60.07799,19799.0,,,,
1022,0.43999985,0.43999985,10000.0,10000.0,60.084084,19815.0,,,,
1023,0.44999984,0.44999984,10000.0,10000.0,59.992985,19832.0,,,,
1024,0.45999983,0.45999983,10000.0,10000.0,60.090023,19848.0,,,,
1025,0.46999982,0.46999982,10000.0,10000.0,59.985577,19865.0,,,,
1026,0.4799998,0.4799998,10000.0,10000.0,60.06437,19882.0,,,,
1027,0.4899998,0.4899998,10000.0,10000.0,59.927917,19899.0,,,,
1028,0.4999998,0.4999998,10000.0,10000.0,60.04314,19915.0,,,,
1029,0.5099998,0.5099998,10000.0,10000.0,59.661793,19934.0,,,,
1030,0.5199998,0.5199998,10000.0,10000.0,60.069622,19948.0,,,,
1031,0.5299998,0.5299998,10000.0,10000.0,60.06911,19965.0,,,,
1032,0.5399998,0.5399998,10000.0,10000.0,59.9985,19982.0,,,,
1033,0.5499998,0.5499998,10000.0,10000.0,60.0711,19998.0,,,,
1034,0.55999976,0.55999976,10000.0,10000.0,60.05969,20015.0,,,,
1035,0.56999975,0.56999975,10000.0,10000.0,60.08052,20031.0,,,,
1036,0.57999974,0.57999974,10000.0,10000.0,60.0563,20048.0,,,,
1037,0.58999974,0.58999974,10000.0,10000.0,60.066544,20065.0,,,,
1038,0.5999997,0.5999997,10000.0,10000.0,60.067665,20081.0,,,,
1039,0.6099997,0.6099997,10000.0,10000.0,60.106762,20098.0,,,,
1040,0.6199997,0.6199997,10000.0,10000.0,60.050873,20115.0,,,,
1041,0.6299997,0.6299997,10000.0,10000.0,59.86369,20132.0,,,,
1042,0.6399997,0.6399997,10000.0,10000.0,60.106598,20148.0,,,,
1043,0.6499997,0.6499997,10000.0,10000.0,60.039944,20165.0,,,,
1044,0.65999967,0.65999967,10000.0,10000.0,60.05923,20181.0,,,,
1045,0.66999966,0.66999966,10000.0,10000.0,60.04834,20198.0,,,,
1046,0.67999965,0.67999965,10000.0,10000.0,59.96017,20215.0,,,,
1047,0.68999964,0.68999964,10000.0,10000.0,59.851845,20232.0,,,,
1048,0.69999963,0.69999963,10000.0,10000.0,59.968704,20248.0,,,,
1049,0.7099996,0.7099996,10000.0,10000.0,60.030994,20265.0,,,,
1050,0.7199996,0.7199996,10000.0,10000.0,59.913017,20282.0,,,,
1051,0.7299996,0.7299996,10000.0,10000.0,59.733288,20300.0,,,,
1052,0.7399996,0.7399996,10000.0,10000.0,59.98635,20315.0,,,,
1053,0.7499996,0.7499996,10000.0,10000.0,60.083443,20331.0,,,,
1054,0.7599996,0.7599996,10000.0,10000.0,59.97085,20349.0,,,,
1055,0.76999956,0.76999956,10000.0,10000.0,60.07151,20365.0,,,,
1056,0.77999955,0.77999955,10000.0,10000.0,60.06866,20381.0,,,,
1057,0.78999954,0.78999954,10000.0,10000.0,60.018574,20398.0,,,,
1058,0.79999954,0.79999954,10000.0,10000.0,59.83496,20416.0,,,,
1059,0.8099995,0.8099995,10000.0,10000.0,60.079098,20431.0,,,,
1060,0.8199995,0.8199995,10000.0,10000.0,60.04134,20448.0,,,,
1061,0.8299995,0.8299995,10000.0,10000.0,60.066902,20465.0,,,,
1062,0.8399995,0.8399995,10000.0,10000.0,60.165623,20481.0,,,,
1063,0.8499995,0.8499995,10000.0,10000.0,60.050175,20498.0,,,,
1064,0.8599995,0.8599995,10000.0,10000.0,60.08555,20515.0,,,,
1065,0.86999947,0.86999947,10000.0,10000.0,60.028316,20531.0,,,,
1066,0.87999946,0.87999946,10000.0,10000.0,59.841972,20549.0,,,,
1067,0.88999945,0.88999945,10000.0,10000.0,60.067074,20565.0,,,,
1068,0.89999944,0.89999944,10000.0,10000.0,60.06041,20581.0,,,,
1069,0.90999943,0.90999943,10000.0,10000.0,59.97182,20598.0,,,,
1070,0.9199994,0.9199994,10000.0,10000.0,59.975765,20615.0,,,,
1071,0.9299994,0.9299994,10000.0,10000.0,60.06487,20631.0,,,,
1072,0.9399994,0.9399994,10000.0,10000.0,59.97732,20648.0,,,,
1073,0.9499994,0.9499994,10000.0,10000.0,59.777504,20667.0,,,,
1074,0.9599994,0.9599994,10000.0,10000.0,59.761017,20683.0,,,,
1075,0.9699994,0.9699994,10000.0,10000.0,60.056618,20698.0,,,,
1076,0.97999936,0.97999936,10000.0,10000.0,60.05466,20715.0,,,,
1077,0.98999935,0.98999935,10000.0,10000.0,60.042786,20732.0,,,,
1078,0.99999934,0.99999934,10000.0,10000.0,60.054398,20748.0,,,,
1079,1.0099994,1.0099994,10000.0,10000.0,60.04684,20765.0,,,,
1080,1.0199994,1.0199994,10000.0,10000.0,60.066677,20781.0,,,,
1081,1.0299994,1.0299994,10000.0,10000.0,60.066574,20798.0,,,,
1082,1.0399994,1.0399994,10000.0,10000.0,60.052452,20815.0,,,,
1083,1.0499994,1.0499994,10000.0,10000.0,60.146393,20831.0,,,,
1084,1.0599993,1.0599993,10000.0,10000.0,60.00855,20849.0,,,,
1085,1.0699993,1.0699993,10000.0,10000.0,60.03134,20865.0,,,,
1086,1.0799993,1.0799993,10000.0,10000.0,60.04888,20881.0,,,,
1087,1.0899993,1.0899993,10000.0,10000.0,59.95132,20899.0,,,,
1088,1.0999993,1.0999993,10000.0,10000.0,60.02846,20915.0,,,,
1089,1.1099993,1.1099993,10000.0,10000.0,60.044983,20932.0,,,,
1090,1.1199993,1.1199993,10000.0,10000.0,60.030525,20948.0,,,,
1091,1.1299993,1.1299993,10000.0,10000.0,60.03131,20965.0,,,,
1092,1.1399993,1.1399993,10000.0,10000.0,60.041214,20981.0,,,,
1093,1.1499993,1.1499993,10000.0,10000.0,60.03463,20998.0,,,,
1094,1.1599993,1.1599993,10000.0,10000.0,60.024727,21015.0,,,,
1095,1.1699992,1.1699992,10000.0,10000.0,60.026302,21031.0,,,,
1096,1.1799992,1.1799992,10000.0,10000.0,60.034344,21048.0,,,,
1097,1.1899992,1.1899992,10000.0,10000.0,59.7745,21066.0,,,,
1098,1.1999992,1.1999992,10000.0,10000.0,60.031273,21081.0,,,,
1099,1.2099992,1.2099992,10000.0,10000.0,60.01632,21098.0,,,,
1100,1.2199992,1.2199992,10000.0,10000.0,60.01084,21115.0,,,,
1101,1.2299992,1.2299992,10000.0,10000.0,60.042614,21131.0,,,,
1102,1.2399992,1.2399992,10000.0,10000.0,60.05382,21148.0,,,,
1103,1.2499992,1.2499992,10000.0,10000.0,59.95204,21165.0,,,,
1104,1.2599992,1.2599992,10000.0,10000.0,59.872887,21182.0,,,,
1105,1.2699991,1.2699991,10000.0,10000.0,60.021645,21198.0,,,,
1106,1.2799991,1.2799991,10000.0,10000.0,60.036976,21215.0,,,,
1107,1.2899991,1.2899991,10000.0,10000.0,60.013565,21232.0,,,,
1108,1.2999991,1.2999991,10000.0,10000.0,60.032234,21248.0,,,,
1109,1.3099991,1.3099991,10000.0,10000.0,60.018555,21265.0,,,,
1110,1.3199991,1.3199991,10000.0,10000.0,60.042168,21281.0,,,,
1111,1.3299991,1.3299991,10000.0,10000.0,60.031433,21298.0,,,,
1112,1.3399991,1.3399991,10000.0,10000.0,59.902275,21315.0,,,,
1113,1.3499991,1.3499991,10000.0,10000.0,60.034546,21332.0,,,,
1114,1.3599991,1.3599991,10000.0,10000.0,59.95357,21348.0,,,,
1115,1.369999,1.369999,10000.0,10000.0,60.027676,21365.0,,,,
1116,1.379999,1.379999,10000.0,10000.0,60.04247,21381.0,,,,
1117,1.389999,1.389999,10000.0,10000.0,60.01034,21398.0,,,,
1118,1.399999,1.399999,10000.0,10000.0,60.06002,21415.0,,,,
1119,1.409999,1.409999,10000.0,10000.0,59.98459,21432.0,,,,
1120,1.419999,1.419999,10000.0,10000.0,59.807434,21449.0,,,,
1121,1.429999,1.429999,10000.0,10000.0,59.958416,21465.0,,,,
1122,1.439999,1.439999,10000.0,10000.0,60.048702,21481.0,,,,
1123,1.449999,1.449999,10000.0,10000.0,60.014942,21498.0,,,,
1124,1.459999,1.459999,10000.0,10000.0,59.958065,21515.0,,,,
1125,1.469999,1.469999,10000.0,10000.0,60.116074,21531.0,,,,
1126,1.479999,1.479999,10000.0,10000.0,60.076527,21548.0,,,,
1127,1.4899989,1.4899989,10000.0,10000.0,59.907978,21565.0,,,,
1128,1.4999989,1.4999989,10000.0,10000.0,59.830475,21582.0,,,,
1129,1.5099989,1.5099989,10000.0,10000.0,60.045025,21598.0,,,,
1130,1.5199989,1.5199989,10000.0,10000.0,60.018772,21615.0,,,,
1131,1.5299989,1.5299989,10000.0,10000.0,60.05239,21631.0,,,,
1132,1.5399989,1.5399989,10000.0,10000.0,60.041924,21648.0,,,,
1133,1.5499989,1.5499989,10000.0,10000.0,59.80488,21666.0,,,,
1134,1.5599989,1.5599989,10000.0,10000.0,59.965115,21682.0,,,,
1135,1.5699989,1.5699989,10000.0,10000.0,59.937088,21699.0,,,,
1136,1.5799989,1.5799989,10000.0,10000.0,59.655468,21717.0,,,,
1137,1.5899988,1.5899988,10000.0,10000.0,59.97887,21732.0,,,,
1138,1.5999988,1.5999988,10000.0,10000.0,60.075764,21748.0,,,,
1139,1.6099988,1.6099988,10000.0,10000.0,60.053154,21765.0,,,,
1140,1.6199988,1.6199988,10000.0,10000.0,59.982315,21782.0,,,,
1141,1.6299988,1.6299988,10000.0,10000.0,60.125282,21798.0,,,,
1142,1.6399988,1.6399988,10000.0,10000.0,60.051895,21815.0,,,,
1143,1.6499988,1.6499988,10000.0,10000.0,59.862595,21832.0,,,,
