frame,x,y,IOIx,IOIy,xGhost,yGhost,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = true
23805,277.43668,711.77167,229.0,-438.0,274.0,733.0,59.82479,403298.0,,,,
23806,277.87335,711.54333,229.0,-438.0,274.0,732.0,59.863884,403315.0,,,,
23807,278.31003,711.315,229.0,-438.0,274.0,731.0,60.034313,403331.0,,,,
23808,278.7467,711.0867,229.0,-438.0,274.0,731.0,60.033154,403347.0,,,,
23809,279.18338,710.85834,229.0,-438.0,274.0,730.0,60.03384,403364.0,,,,
23810,279.62006,710.63,229.0,-438.0,274.0,730.0,59.991993,403381.0,,,,
23811,280.05673,710.4017,229.0,-438.0,274.0,729.0,60.016674,403398.0,,,,
23812,280.4934,710.17334,229.0,-438.0,274.0,729.0,60.2268,403413.0,,,,
23813,280.93008,709.945,229.0,-438.0,274.0,728.0,60.26071,403429.0,,,,
23814,281.36676,709.7167,229.0,-438.0,274.0,727.0,60.011467,403447.0,,,,
23815,281.80344,709.48834,229.0,-438.0,274.0,727.0,59.844555,403465.0,,,,
23816,282.2401,709.26,229.0,-438.0,274.0,726.0,60.0337,403481.0,,,,
23817,282.6768,709.0317,229.0,-438.0,275.0,726.0,60.02021,403497.0,,,,
23818,283.11346,708.80334,229.0,-438.0,275.0,725.0,60.00697,403514.0,,,,
23819,283.55014,708.575,229.0,-438.0,275.0,724.0,59.863117,403531.0,,,,
23820,283.98682,708.3467,229.0,-438.0,275.0,724.0,60.01031,403548.0,,,,
23821,284.4235,708.11835,229.0,-438.0,275.0,723.0,60.02642,403564.0,,,,
23822,284.86017,707.89,229.0,-438.0,275.0,723.0,60.028923,403581.0,,,,
23823,285.29684,707.6617,229.0,-438.0,275.0,722.0,59.967876,403598.0,,,,
23824,285.73352,707.43335,229.0,-438.0,275.0,721.0,59.84661,403615.0,,,,
23825,286.1702,707.205,229.0,-438.0,275.0,721.0,60.050552,403630.0,,,,
23826,286.60687,706.9767,229.0,-438.0,275.0,720.0,60.160236,403647.0,,,,
23827,287.04355,706.74835,229.0,-438.0,276.0,719.0,60.236523,403663.0,,,,
23828,287.48022,706.52,229.0,-438.0,276.0,719.0,60.0112,403681.0,,,,
23829,287.9169,706.2917,229.0,-438.0,276.0,718.0,60.01962,403697.0,,,,
23830,288.35358,706.06335,229.0,-438.0,276.0,718.0,59.838837,403715.0,,,,
23831,288.79025,705.835,229.0,-438.0,276.0,717.0,60.014297,403731.0,,,,
23832,289.22693,705.6067,229.0,-438.0,276.0,716.0,60.02378,403747.0,,,,
23833,289.6636,705.37836,229.0,-438.0,276.0,716.0,59.844048,403765.0,,,,
23834,290.10028,705.15,229.0,-438.0,276.0,715.0,60.038555,403781.0,,,,
23835,290.53696,704.9217,229.0,-438.0,277.0,715.0,59.979656,403798.0,,,,
23836,290.97363,704.69336,229.0,-438.0,277.0,714.0,60.00603,403814.0,,,,
23837,291.4103,704.465,229.0,-438.0,277.0,713.0,59.678883,403833.0,,,,
23838,291.847,704.2367,229.0,-438.0,277.0,713.0,60.24365,403847.0,,,,
23839,292.28366,704.00836,229.0,-438.0,277.0,712.0,59.9889,403865.0,,,,
23840,292.72034,703.78,229.0,-438.0,277.0,711.0,59.982063,403881.0,,,,
23841,293.157,703.5517,229.0,-438.0,277.0,711.0,60.23064,403896.0,,,,
23842,293.5937,703.32336,229.0,-438.0,277.0,710.0,59.84149,403915.0,,,,
23843,294.03036,703.09503,229.0,-438.0,277.0,710.0,60.02524,403931.0,,,,
23844,294.46704,702.8667,229.0,-438.0,278.0,709.0,60.147865,403947.0,,,,
23845,294.90372,702.63837,229.0,-438.0,278.0,708.0,59.844097,403965.0,,,,
23846,295.3404,702.41003,229.0,-438.0,278.0,708.0,60.00042,403981.0,,,,
23847,295.77707,702.1817,229.0,-438.0,278.0,707.0,60.028343,403997.0,,,,
23848,296.21375,701.95337,229.0,-438.0,278.0,706.0,60.006065,404014.0,,,,
23849,296.65042,701.72504,229.0,-438.0,278.0,706.0,60.014885,404031.0,,,,
23850,297.0871,701.4967,229.0,-438.0,278.0,705.0,59.9581,404048.0,,,,
23851,297.52377,701.2684,229.0,-438.0,278.0,704.0,59.741405,404066.0,,,,
23852,297.96045,701.04004,229.0,-438.0,279.0,704.0,60.041798,404081.0,,,,
23853,298.39713,700.8117,229.0,-438.0,279.0,703.0,60.034744,404097.0,,,,
23854,298.8338,700.5834,229.0,-438.0,279.0,703.0,60.01964,404114.0,,,,
23855,299.27048,700.35504,229.0,-438.0,279.0,702.0,60.030117,404131.0,,,,
23856,299.70715,700.1267,229.0,-438.0,279.0,701.0,60.115414,404147.0,,,,
23857,300.14383,699.8984,229.0,-438.0,279.0,701.0,59.844185,404165.0,,,,
23858,300.5805,699.67004,229.0,-438.0,279.0,700.0,59.852177,404182.0,,,,
