frame,x,y,IOIx,IOIy,frameRate,time,W = 1920,H = 1080,taps = 3
79568,630.3163,499.54373,-176.5,176.5,59.930634,1327968.0,,,
79569,629.7497,500.1103,-176.5,176.5,60.062965,1327984.0,,,
79570,629.1831,500.67685,-176.5,176.5,60.00982,1328001.0,,,
79571,628.6165,501.2434,-176.5,176.5,60.12588,1328017.0,,,
79572,628.0499,501.80997,-176.5,176.5,60.064266,1328034.0,,,
79573,627.48334,502.37653,-176.5,176.5,60.016094,1328051.0,,,
79574,626.91675,502.94308,-176.5,176.5,59.95638,1328068.0,,,
79575,626.35016,503.50964,-176.5,176.5,60.082115,1328084.0,,,
79576,625.78357,504.0762,-176.5,176.5,59.844604,1328102.0,,,
79577,625.217,504.64276,-176.5,176.5,59.976555,1328118.0,,,
79578,624.6504,505.20932,-176.5,176.5,60.11213,1328134.0,,,
79579,624.0838,505.77588,-176.5,176.5,60.011513,1328151.0,,,
79580,623.5172,506.34244,-176.5,176.5,59.804104,1328169.0,,,
79581,622.9506,506.909,-176.5,176.5,60.124817,1328184.0,,,
79582,622.38403,507.47556,-176.5,176.5,60.067043,1328200.0,,,
79583,621.81744,508.0421,-176.5,176.5,60.192207,1328216.0,,,
79584,621.25085,508.60867,-176.5,176.5,60.12626,1328233.0,,,
79585,620.68427,509.17523,-176.5,176.5,59.887985,1328251.0,,,
79586,620.1177,509.7418,-176.5,176.5,59.82957,1328268.0,,,
79587,619.5511,510.30835,-176.5,176.5,59.97075,1328284.0,,,
79588,618.9845,510.8749,-176.5,176.5,59.91997,1328301.0,,,
79589,618.4179,511.44147,-176.5,176.5,60.04978,1328317.0,,,
79590,617.8513,512.00806,-176.5,176.5,59.99658,1328334.0,,,
79591,617.2847,512.57465,-176.5,176.5,59.937946,1328351.0,,,
79592,616.71814,513.14124,-176.5,176.5,59.882477,1328368.0,,,
79593,616.15155,513.7078,-176.5,176.5,60.196243,1328383.0,,,
79594,615.58496,514.2744,-176.5,176.5,60.130535,1328400.0,,,
79595,615.0184,514.841,-176.5,176.5,60.06812,1328417.0,,,
79596,614.4518,515.4076,-176.5,176.5,60.012615,1328434.0,,,
79597,613.8852,515.9742,-176.5,176.5,59.76663,1328452.0,,,
79598,613.3186,516.5408,-176.5,176.5,60.08672,1328467.0,,,
79599,612.752,517.10736,-176.5,176.5,60.03337,1328484.0,,,
79600,612.1854,517.67395,-176.5,176.5,59.9801,1328501.0,,,
79601,611.61884,518.24054,-176.5,176.5,60.039734,1328517.0,,,
79602,611.05225,518.8071,-176.5,176.5,59.99142,1328534.0,,,
79603,610.48566,519.3737,-176.5,176.5,59.94265,1328551.0,,,
79604,609.91907,519.9403,-176.5,176.5,60.070824,1328567.0,,,
79605,609.3525,520.5069,-176.5,176.5,60.01887,1328584.0,,,
79606,608.7859,521.0735,-176.5,176.5,60.145817,1328600.0,,,
79607,608.2193,521.6401,-176.5,176.5,59.809143,1328618.0,,,
79608,607.6527,522.20667,-176.5,176.5,59.945824,1328634.0,,,
79609,607.0861,522.77325,-176.5,176.5,59.891994,1328651.0,,,
79610,606.51953,523.33984,-176.5,176.5,60.03026,1328667.0,,,
79611,605.95294,523.90643,-176.5,176.5,59.974358,1328684.0,,,
79612,605.38635,524.473,-176.5,176.5,59.92862,1328701.0,,,
79613,604.81976,525.0396,-176.5,176.5,60.049465,1328717.0,,,
79614,604.2532,525.6062,-176.5,176.5,60.002342,1328734.0,,,
79615,603.6866,526.1728,-176.5,176.5,60.130535,1328750.0,,,
79616,603.12,526.7394,-176.5,176.5,59.86543,1328768.0,,,
79617,602.5534,527.30597,-176.5,176.5,60.0071,1328784.0,,,
79618,601.9868,527.87256,-176.5,176.5,59.949844,1328801.0,,,
79619,601.4202,528.43915,-176.5,176.5,60.083263,1328818.0,,,
79620,600.85364,529.00574,-176.5,176.5,60.0175,1328834.0,,,
79621,600.28705,529.5723,-176.5,176.5,59.785973,1328852.0,,,
79622,599.72046,530.1389,-176.5,176.5,59.92497,1328868.0,,,
79623,599.1539,530.7055,-176.5,176.5,60.055378,1328884.0,,,
79624,598.5873,531.2721,-176.5,176.5,59.999832,1328901.0,,,
