frame,x,y,IOIx,IOIy,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = true
2001,0.01,0.01,10000.0,10000.0,59.742386,36296.0,,,,
2002,0.02,0.02,10000.0,10000.0,59.897846,36303.0,,,,
2003,0.03,0.03,10000.0,10000.0,59.684406,36321.0,,,,
2004,0.04,0.04,10000.0,10000.0,59.45653,36339.0,,,,
2005,0.049999997,0.049999997,10000.0,10000.0,59.813496,36354.0,,,,
2006,0.059999995,0.059999995,10000.0,10000.0,59.8509,36370.0,,,,
2007,0.06999999,0.06999999,10000.0,10000.0,59.806835,36387.0,,,,
2008,0.07999999,0.07999999,10000.0,10000.0,59.768127,36404.0,,,,
2009,0.08999999,0.08999999,10000.0,10000.0,59.707237,36421.0,,,,
2010,0.09999999,0.09999999,10000.0,10000.0,59.616592,36438.0,,,,
2011,0.109999985,0.109999985,10000.0,10000.0,59.642582,36455.0,,,,
2012,0.11999998,0.11999998,10000.0,10000.0,59.630665,36471.0,,,,
2013,0.12999998,0.12999998,10000.0,10000.0,59.803936,36487.0,,,,
2014,0.13999999,0.13999999,10000.0,10000.0,59.55829,36505.0,,,,
2015,0.14999999,0.14999999,10000.0,10000.0,59.560753,36522.0,,,,
2016,0.16,0.16,10000.0,10000.0,59.926277,36536.0,,,,
2017,0.17,0.17,10000.0,10000.0,59.57946,36554.0,,,,
2018,0.18,0.18,10000.0,10000.0,59.936962,36569.0,,,,
2019,0.19000001,0.19000001,10000.0,10000.0,59.41842,36589.0,,,,
2020,0.20000002,0.20000002,10000.0,10000.0,59.806667,36603.0,,,,
2021,0.21000002,0.21000002,10000.0,10000.0,59.660793,36621.0,,,,
2022,0.22000003,0.22000003,10000.0,10000.0,60.044556,36635.0,,,,
2023,0.23000003,0.23000003,10000.0,10000.0,59.636974,36654.0,,,,
2024,0.24000004,0.24000004,10000.0,10000.0,59.611515,36671.0,,,,
2025,0.25000003,0.25000003,10000.0,10000.0,60.096325,36685.0,,,,
2026,0.26000002,0.26000002,10000.0,10000.0,59.78906,36703.0,,,,
2027,0.27,0.27,10000.0,10000.0,59.570705,36721.0,,,,
2028,0.28,0.28,10000.0,10000.0,59.84289,36737.0,,,,
2029,0.29,0.29,10000.0,10000.0,59.62508,36755.0,,,,
2030,0.29999998,0.29999998,10000.0,10000.0,60.041782,36769.0,,,,
2031,0.30999997,0.30999997,10000.0,10000.0,59.972057,36786.0,,,,
2032,0.31999996,0.31999996,10000.0,10000.0,60.248203,36802.0,,,,
2033,0.32999995,0.32999995,10000.0,10000.0,60.062687,36819.0,,,,
2034,0.33999994,0.33999994,10000.0,10000.0,59.68901,36838.0,,,,
2035,0.34999993,0.34999993,10000.0,10000.0,59.73426,36854.0,,,,
2036,0.35999992,0.35999992,10000.0,10000.0,59.767662,36871.0,,,,
2037,0.36999992,0.36999992,10000.0,10000.0,59.720604,36888.0,,,,
2038,0.3799999,0.3799999,10000.0,10000.0,59.930885,36903.0,,,,
2039,0.3899999,0.3899999,10000.0,10000.0,60.24318,36918.0,,,,
2040,0.3999999,0.3999999,10000.0,10000.0,59.7282,36938.0,,,,
2041,0.40999988,0.40999988,10000.0,10000.0,60.1349,36952.0,,,,
2042,0.41999987,0.41999987,10000.0,10000.0,60.105,36969.0,,,,
2043,0.42999986,0.42999986,10000.0,10000.0,59.82015,36988.0,,,,
2044,0.43999985,0.43999985,10000.0,10000.0,59.930767,37003.0,,,,
2045,0.44999984,0.44999984,10000.0,10000.0,60.24396,37018.0,,,,
2046,0.45999983,0.45999983,10000.0,10000.0,59.722248,37038.0,,,,
2047,0.46999982,0.46999982,10000.0,10000.0,59.895897,37054.0,,,,
2048,0.4799998,0.4799998,10000.0,10000.0,60.061554,37070.0,,,,
2049,0.4899998,0.4899998,10000.0,10000.0,59.77181,37088.0,,,,
2050,0.4999998,0.4999998,10000.0,10000.0,60.314945,37101.0,,,,
2051,0.5099998,0.5099998,10000.0,10000.0,59.92714,37120.0,,,,
2052,0.5199998,0.5199998,10000.0,10000.0,59.81909,37138.0,,,,
2053,0.5299998,0.5299998,10000.0,10000.0,59.767628,37155.0,,,,
2054,0.5399998,0.5399998,10000.0,10000.0,59.954304,37170.0,,,,
2055,0.5499998,0.5499998,10000.0,10000.0,59.834137,37188.0,,,,
2056,0.55999976,0.55999976,10000.0,10000.0,59.99566,37203.0,,,,
2057,0.56999975,0.56999975,10000.0,10000.0,60.106033,37219.0,,,,
2058,0.57999974,0.57999974,10000.0,10000.0,59.770077,37238.0,,,,
2059,0.58999974,0.58999974,10000.0,10000.0,59.861885,37254.0,,,,
2060,0.5999997,0.5999997,10000.0,10000.0,60.292778,37268.0,,,,
2061,0.6099997,0.6099997,10000.0,10000.0,59.776646,37288.0,,,,
2062,0.6199997,0.6199997,10000.0,10000.0,59.813118,37304.0,,,,
2063,0.6299997,0.6299997,10000.0,10000.0,60.109974,37319.0,,,,
2064,0.6399997,0.6399997,10000.0,10000.0,60.25412,37335.0,,,,
2065,0.6499997,0.6499997,10000.0,10000.0,59.711163,37355.0,,,,
2066,0.65999967,0.65999967,10000.0,10000.0,59.968994,37370.0,,,,
2067,0.66999966,0.66999966,10000.0,10000.0,59.88399,37387.0,,,,
2068,0.67999965,0.67999965,10000.0,10000.0,59.83041,37404.0,,,,
2069,0.68999964,0.68999964,10000.0,10000.0,60.126293,37419.0,,,,
2070,0.69999963,0.69999963,10000.0,10000.0,59.895374,37437.0,,,,
2071,0.7099996,0.7099996,10000.0,10000.0,60.19579,37452.0,,,,
2072,0.7199996,0.7199996,10000.0,10000.0,59.75184,37471.0,,,,
2073,0.7299996,0.7299996,10000.0,10000.0,60.029716,37487.0,,,,
2074,0.7399996,0.7399996,10000.0,10000.0,60.181553,37503.0,,,,
2075,0.7499996,0.7499996,10000.0,10000.0,59.82711,37522.0,,,,
2076,0.7599996,0.7599996,10000.0,10000.0,60.03915,37537.0,,,,
2077,0.76999956,0.76999956,10000.0,10000.0,59.782097,37555.0,,,,
2078,0.77999955,0.77999955,10000.0,10000.0,59.996864,37570.0,,,,
2079,0.78999954,0.78999954,10000.0,10000.0,60.23809,37585.0,,,,
2080,0.79999954,0.79999954,10000.0,10000.0,60.2347,37602.0,,,,
2081,0.8099995,0.8099995,10000.0,10000.0,60.097477,37620.0,,,,
2082,0.8199995,0.8199995,10000.0,10000.0,59.874405,37638.0,,,,
2083,0.8299995,0.8299995,10000.0,10000.0,60.044754,37653.0,,,,
2084,0.8399995,0.8399995,10000.0,10000.0,59.85947,37671.0,,,,
2085,0.8499995,0.8499995,10000.0,10000.0,60.205833,37686.0,,,,
2086,0.8599995,0.8599995,10000.0,10000.0,59.86907,37704.0,,,,
2087,0.86999947,0.86999947,10000.0,10000.0,60.091545,37720.0,,,,
2088,0.87999946,0.87999946,10000.0,10000.0,59.789593,37738.0,,,,
2089,0.88999945,0.88999945,10000.0,10000.0,60.18387,37752.0,,,,
2090,0.89999944,0.89999944,10000.0,10000.0,60.28464,37769.0,,,,
2091,0.90999943,0.90999943,10000.0,10000.0,59.845222,37788.0,,,,
2092,0.9199994,0.9199994,10000.0,10000.0,59.843933,37805.0,,,,
2093,0.9299994,0.9299994,10000.0,10000.0,59.950596,37821.0,,,,
2094,0.9399994,0.9399994,10000.0,10000.0,60.05422,37837.0,,,,
2095,0.9499994,0.9499994,10000.0,10000.0,60.171215,37852.0,,,,
2096,0.9599994,0.9599994,10000.0,10000.0,60.11891,37869.0,,,,
2097,0.9699994,0.9699994,10000.0,10000.0,59.870102,37888.0,,,,
2098,0.97999936,0.97999936,10000.0,10000.0,59.96865,37904.0,,,,
2099,0.98999935,0.98999935,10000.0,10000.0,60.095562,37919.0,,,,
2100,0.99999934,0.99999934,10000.0,10000.0,60.208244,37936.0,,,,
2101,1.0099994,1.0099994,10000.0,10000.0,60.306305,37952.0,,,,
2102,1.0199994,1.0199994,10000.0,10000.0,60.072346,37969.0,,,,
2103,1.0299994,1.0299994,10000.0,10000.0,60.08913,37986.0,,,,
2104,1.0399994,1.0399994,10000.0,10000.0,60.14601,38003.0,,,,
2105,1.0499994,1.0499994,10000.0,10000.0,59.901863,38020.0,,,,
2106,1.0599993,1.0599993,10000.0,10000.0,60.1786,38036.0,,,,
2107,1.0699993,1.0699993,10000.0,10000.0,59.928764,38054.0,,,,
2108,1.0799993,1.0799993,10000.0,10000.0,59.987457,38070.0,,,,
2109,1.0899993,1.0899993,10000.0,10000.0,60.17751,38085.0,,,,
2110,1.0999993,1.0999993,10000.0,10000.0,60.22901,38102.0,,,,
2111,1.1099993,1.1099993,10000.0,10000.0,60.122936,38119.0,,,,
2112,1.1199993,1.1199993,10000.0,10000.0,60.143246,38135.0,,,,
2113,1.1299993,1.1299993,10000.0,10000.0,59.72786,38155.0,,,,
2114,1.1399993,1.1399993,10000.0,10000.0,60.038128,38169.0,,,,
2115,1.1499993,1.1499993,10000.0,10000.0,60.147278,38185.0,,,,
2116,1.1599993,1.1599993,10000.0,10000.0,59.679028,38205.0,,,,
2117,1.1699992,1.1699992,10000.0,10000.0,59.842625,38221.0,,,,
2118,1.1799992,1.1799992,10000.0,10000.0,59.841396,38237.0,,,,
2119,1.1899992,1.1899992,10000.0,10000.0,60.123844,38252.0,,,,
2120,1.1999992,1.1999992,10000.0,10000.0,59.617325,38272.0,,,,
2121,1.2099992,1.2099992,10000.0,10000.0,59.849903,38287.0,,,,
2122,1.2199992,1.2199992,10000.0,10000.0,59.80221,38305.0,,,,
2123,1.2299992,1.2299992,10000.0,10000.0,60.0858,38319.0,,,,
2124,1.2399992,1.2399992,10000.0,10000.0,59.6403,38339.0,,,,
2125,1.2499992,1.2499992,10000.0,10000.0,59.980793,38354.0,,,,
2126,1.2599992,1.2599992,10000.0,10000.0,60.08854,38370.0,,,,
2127,1.2699991,1.2699991,10000.0,10000.0,59.82529,38388.0,,,,
2128,1.2799991,1.2799991,10000.0,10000.0,59.996864,38404.0,,,,
2129,1.2899991,1.2899991,10000.0,10000.0,59.921806,38421.0,,,,
2130,1.2999991,1.2999991,10000.0,10000.0,59.873943,38437.0,,,,
2131,1.3099991,1.3099991,10000.0,10000.0,60.183395,38453.0,,,,
2132,1.3199991,1.3199991,10000.0,10000.0,59.81077,38471.0,,,,
2133,1.3299991,1.3299991,10000.0,10000.0,60.041534,38486.0,,,,
2134,1.3399991,1.3399991,10000.0,10000.0,59.99888,38503.0,,,,
2135,1.3499991,1.3499991,10000.0,10000.0,60.071583,38520.0,,,,
