frame,x,y,IOIx,IOIy,frameRate,time,W = 1920,H = 1080,taps = 2
230,0.28,0.28,10000.0,10000.0,59.63538,5585.0,,,
231,0.29,0.29,10000.0,10000.0,59.78258,5600.0,,,
232,0.29999998,0.29999998,10000.0,10000.0,59.6522,5618.0,,,
233,0.30999997,0.30999997,10000.0,10000.0,59.6181,5634.0,,,
234,0.31999996,0.31999996,10000.0,10000.0,59.501503,5651.0,,,
235,0.32999995,0.32999995,10000.0,10000.0,59.72266,5667.0,,,
236,0.33999994,0.33999994,10000.0,10000.0,59.615112,5684.0,,,
237,0.34999993,0.34999993,10000.0,10000.0,59.552746,5701.0,,,
238,0.35999992,0.35999992,10000.0,10000.0,59.951103,5717.0,,,
239,0.36999992,0.36999992,10000.0,10000.0,59.714035,5734.0,,,
240,0.3799999,0.3799999,10000.0,10000.0,59.609684,5751.0,,,
241,0.3899999,0.3899999,10000.0,10000.0,58.94776,5772.0,,,
242,0.3999999,0.3999999,10000.0,10000.0,59.90058,5784.0,,,
243,0.40999988,0.40999988,10000.0,10000.0,59.854515,5801.0,,,
244,0.41999987,0.41999987,10000.0,10000.0,59.810745,5818.0,,,
245,0.42999986,0.42999986,10000.0,10000.0,59.767544,5835.0,,,
246,0.43999985,0.43999985,10000.0,10000.0,59.9834,5850.0,,,
247,0.44999984,0.44999984,10000.0,10000.0,59.961205,5867.0,,,
248,0.45999983,0.45999983,10000.0,10000.0,60.09649,5882.0,,,
249,0.46999982,0.46999982,10000.0,10000.0,59.82399,5901.0,,,
250,0.4799998,0.4799998,10000.0,10000.0,59.096268,5921.0,,,
251,0.4899998,0.4899998,10000.0,10000.0,59.67025,5936.0,,,
252,0.4999998,0.4999998,10000.0,10000.0,60.008083,5950.0,,,
253,0.5099998,0.5099998,10000.0,10000.0,60.066624,5966.0,,,
254,0.5199998,0.5199998,10000.0,10000.0,59.970493,5983.0,,,
255,0.5299998,0.5299998,10000.0,10000.0,59.88532,6001.0,,,
256,0.5399998,0.5399998,10000.0,10000.0,59.838463,6018.0,,,
257,0.5499998,0.5499998,10000.0,10000.0,60.060307,6034.0,,,
258,0.55999976,0.55999976,10000.0,10000.0,59.82038,6052.0,,,
259,0.56999975,0.56999975,10000.0,10000.0,59.775616,6069.0,,,
260,0.57999974,0.57999974,10000.0,10000.0,59.91015,6085.0,,,
261,0.58999974,0.58999974,10000.0,10000.0,59.84815,6102.0,,,
262,0.5999997,0.5999997,10000.0,10000.0,59.945507,6118.0,,,
263,0.6099997,0.6099997,10000.0,10000.0,57.006134,6151.0,,,
264,0.6199997,0.6199997,10000.0,10000.0,58.99187,6151.0,,,
265,0.6299997,0.6299997,10000.0,10000.0,58.970337,6174.0,,,
266,0.6399997,0.6399997,10000.0,10000.0,58.954044,6191.0,,,
267,0.6499997,0.6499997,10000.0,10000.0,58.90332,6208.0,,,
268,0.65999967,0.65999967,10000.0,10000.0,58.845913,6225.0,,,
269,0.66999966,0.66999966,10000.0,10000.0,58.994034,6242.0,,,
270,0.67999965,0.67999965,10000.0,10000.0,59.039288,6259.0,,,
271,0.68999964,0.68999964,10000.0,10000.0,59.039738,6276.0,,,
272,0.69999963,0.69999963,10000.0,10000.0,59.0364,6293.0,,,
273,0.7099996,0.7099996,10000.0,10000.0,59.172657,6309.0,,,
274,0.7199996,0.7199996,10000.0,10000.0,59.337486,6324.0,,,
275,0.7299996,0.7299996,10000.0,10000.0,59.44568,6341.0,,,
276,0.7399996,0.7399996,10000.0,10000.0,59.423473,6358.0,,,
277,0.7499996,0.7499996,10000.0,10000.0,59.397385,6375.0,,,
278,0.7599996,0.7599996,10000.0,10000.0,59.372055,6391.0,,,
279,0.76999956,0.76999956,10000.0,10000.0,58.87522,6411.0,,,
280,0.77999955,0.77999955,10000.0,10000.0,59.478313,6425.0,,,
281,0.78999954,0.78999954,10000.0,10000.0,59.563065,6441.0,,,
282,0.79999954,0.79999954,10000.0,10000.0,59.59406,6458.0,,,
283,0.8099995,0.8099995,10000.0,10000.0,59.548935,6475.0,,,
284,0.8199995,0.8199995,10000.0,10000.0,59.681126,6492.0,,,
285,0.8299995,0.8299995,10000.0,10000.0,59.649143,6509.0,,,
286,0.8399995,0.8399995,10000.0,10000.0,59.65142,6525.0,,,
287,0.8499995,0.8499995,10000.0,10000.0,59.613113,6541.0,,,
288,0.8599995,0.8599995,10000.0,10000.0,59.76184,6557.0,,,
289,0.86999947,0.86999947,10000.0,10000.0,59.51587,6575.0,,,
290,0.87999946,0.87999946,10000.0,10000.0,59.67814,6591.0,,,
291,0.88999945,0.88999945,10000.0,10000.0,59.645454,6608.0,,,
292,0.89999944,0.89999944,10000.0,10000.0,59.582382,6626.0,,,
293,0.90999943,0.90999943,10000.0,10000.0,56.338345,6661.0,,,
294,0.9199994,0.9199994,10000.0,10000.0,58.415207,6661.0,,,
295,0.9299994,0.9299994,10000.0,10000.0,58.3008,6684.0,,,
296,0.9399994,0.9399994,10000.0,10000.0,58.50647,6701.0,,,
297,0.9499994,0.9499994,10000.0,10000.0,58.34314,6719.0,,,
298,0.9599994,0.9599994,10000.0,10000.0,58.543785,6735.0,,,
299,0.9699994,0.9699994,10000.0,10000.0,58.735302,6751.0,,,
300,0.97999936,0.97999936,10000.0,10000.0,58.557217,6768.0,,,
301,0.98999935,0.98999935,10000.0,10000.0,57.497406,6792.0,,,
302,0.99999934,0.99999934,10000.0,10000.0,58.862293,6802.0,,,
303,1.0099994,1.0099994,10000.0,10000.0,58.861237,6819.0,,,
304,1.0199994,1.0199994,10000.0,10000.0,59.013416,6835.0,,,
305,1.0299994,1.0299994,10000.0,10000.0,59.189358,6851.0,,,
306,1.0399994,1.0399994,10000.0,10000.0,58.953358,6868.0,,,
307,1.0499994,1.0499994,10000.0,10000.0,57.94193,6891.0,,,
308,1.0599993,1.0599993,10000.0,10000.0,59.046288,6903.0,,,
309,1.0699993,1.0699993,10000.0,10000.0,59.21139,6919.0,,,
310,1.0799993,1.0799993,10000.0,10000.0,58.11752,6941.0,,,
311,1.0899993,1.0899993,10000.0,10000.0,59.518673,6951.0,,,
312,1.0999993,1.0999993,10000.0,10000.0,59.36421,6968.0,,,
313,1.1099993,1.1099993,10000.0,10000.0,59.51241,6984.0,,,
314,1.1199993,1.1199993,10000.0,10000.0,59.40997,7002.0,,,
315,1.1299993,1.1299993,10000.0,10000.0,59.569542,7018.0,,,
316,1.1399993,1.1399993,10000.0,10000.0,59.53486,7035.0,,,
317,1.1499993,1.1499993,10000.0,10000.0,59.479668,7051.0,,,
318,1.1599993,1.1599993,10000.0,10000.0,58.962666,7071.0,,,
319,1.1699992,1.1699992,10000.0,10000.0,59.551563,7086.0,,,
320,1.1799992,1.1799992,10000.0,10000.0,56.194023,7122.0,,,
321,1.1899992,1.1899992,10000.0,10000.0,58.2024,7122.0,,,
322,1.1999992,1.1999992,10000.0,10000.0,58.13213,7146.0,,,
323,1.2099992,1.2099992,10000.0,10000.0,58.175804,7163.0,,,
324,1.2199992,1.2199992,10000.0,10000.0,58.211037,7179.0,,,
325,1.2299992,1.2299992,10000.0,10000.0,57.3659,7201.0,,,
326,1.2399992,1.2399992,10000.0,10000.0,58.590797,7212.0,,,
327,1.2499992,1.2499992,10000.0,10000.0,58.6129,7229.0,,,
328,1.2599992,1.2599992,10000.0,10000.0,58.58443,7245.0,,,
329,1.2699991,1.2699991,10000.0,10000.0,58.802628,7261.0,,,
330,1.2799991,1.2799991,10000.0,10000.0,58.637096,7280.0,,,
331,1.2899991,1.2899991,10000.0,10000.0,58.645477,7297.0,,,
332,1.2999991,1.2999991,10000.0,10000.0,58.800312,7313.0,,,
333,1.3099991,1.3099991,10000.0,10000.0,58.991196,7329.0,,,
334,1.3199991,1.3199991,10000.0,10000.0,59.140057,7349.0,,,
335,1.3299991,1.3299991,10000.0,10000.0,59.127663,7362.0,,,
336,1.3399991,1.3399991,10000.0,10000.0,58.931046,7380.0,,,
337,1.3499991,1.3499991,10000.0,10000.0,59.29021,7394.0,,,
338,1.3599991,1.3599991,10000.0,10000.0,59.139137,7412.0,,,
339,1.369999,1.369999,10000.0,10000.0,59.24635,7429.0,,,
340,1.379999,1.379999,10000.0,10000.0,59.05191,7447.0,,,
341,1.389999,1.389999,10000.0,10000.0,59.30876,7462.0,,,
342,1.399999,1.399999,10000.0,10000.0,59.185417,7479.0,,,
343,1.409999,1.409999,10000.0,10000.0,58.3444,7501.0,,,
344,1.419999,1.419999,10000.0,10000.0,59.393723,7512.0,,,
345,1.429999,1.429999,10000.0,10000.0,59.33223,7530.0,,,
346,1.439999,1.439999,10000.0,10000.0,59.500847,7546.0,,,
347,1.449999,1.449999,10000.0,10000.0,59.295982,7564.0,,,
348,1.459999,1.459999,10000.0,10000.0,59.449104,7580.0,,,
349,1.469999,1.469999,10000.0,10000.0,59.59438,7596.0,,,
350,1.479999,1.479999,10000.0,10000.0,59.734604,7612.0,,,
351,1.4899989,1.4899989,10000.0,10000.0,59.523987,7630.0,,,
352,1.4999989,1.4999989,10000.0,10000.0,59.47383,7647.0,,,
353,1.5099989,1.5099989,10000.0,10000.0,59.62106,7663.0,,,
354,1.5199989,1.5199989,10000.0,10000.0,59.581825,7680.0,,,
355,1.5299989,1.5299989,10000.0,10000.0,59.719822,7696.0,,,
356,1.5399989,1.5399989,10000.0,10000.0,58.008606,7722.0,,,
357,1.5499989,1.5499989,10000.0,10000.0,59.777454,7729.0,,,
358,1.5599989,1.5599989,10000.0,10000.0,59.80597,7745.0,,,
359,1.5699989,1.5699989,10000.0,10000.0,59.482677,7765.0,,,
360,1.5799989,1.5799989,10000.0,10000.0,59.997444,7779.0,,,
361,1.5899988,1.5899988,10000.0,10000.0,59.575058,7798.0,,,
362,1.5999988,1.5999988,10000.0,10000.0,59.905922,7813.0,,,
363,1.6099988,1.6099988,10000.0,10000.0,59.588013,7831.0,,,
364,1.6199988,1.6199988,10000.0,10000.0,59.91603,7846.0,,,
365,1.6299988,1.6299988,10000.0,10000.0,59.877773,7862.0,,,
366,1.6399988,1.6399988,10000.0,10000.0,59.438953,7881.0,,,
367,1.6499988,1.6499988,10000.0,10000.0,60.038193,7895.0,,,
368,1.6599988,1.6599988,10000.0,10000.0,59.857906,7912.0,,,
369,1.6699988,1.6699988,10000.0,10000.0,60.00474,7929.0,,,
370,1.6799988,1.6799988,10000.0,10000.0,59.94407,7946.0,,,
371,1.6899987,1.6899987,10000.0,10000.0,59.930798,7962.0,,,
372,1.6999987,1.6999987,10000.0,10000.0,59.854053,7979.0,,,
373,1.7099987,1.7099987,10000.0,10000.0,58.934357,8001.0,,,
374,1.7199987,1.7199987,10000.0,10000.0,59.91355,8012.0,,,
