frame,x,y,IOIx,IOIy,xGhost,yGhost,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = false
22148,1515.5348,407.2647,187.0,-136.0,1518.0,387.0,59.956375,375634.0,,,,
22149,1516.0696,406.52942,187.0,-136.0,1518.0,388.0,59.872547,375651.0,,,,
22150,1516.6044,405.79413,187.0,-136.0,1518.0,389.0,59.997658,375667.0,,,,
22151,1517.1392,405.05884,187.0,-136.0,1518.0,389.0,59.944107,375685.0,,,,
22152,1517.674,404.32355,187.0,-136.0,1518.0,390.0,60.062077,375700.0,,,,
22153,1518.2087,403.58826,187.0,-136.0,1518.0,390.0,60.17069,375716.0,,,,
22154,1518.7435,402.85297,187.0,-136.0,1518.0,391.0,60.258495,375733.0,,,,
22155,1519.2783,402.11768,187.0,-136.0,1518.0,391.0,60.043915,375751.0,,,,
22156,1519.8131,401.3824,187.0,-136.0,1518.0,392.0,59.966385,375768.0,,,,
22157,1520.3479,400.6471,187.0,-136.0,1518.0,393.0,59.900578,375785.0,,,,
22158,1520.8827,399.9118,187.0,-136.0,1518.0,393.0,60.034355,375800.0,,,,
22159,1521.4175,399.1765,187.0,-136.0,1518.0,394.0,60.16386,375816.0,,,,
22160,1521.9523,398.44122,187.0,-136.0,1517.0,394.0,59.750214,375836.0,,,,
22161,1522.487,397.70593,187.0,-136.0,1517.0,395.0,60.052544,375850.0,,,,
22162,1523.0219,396.97064,187.0,-136.0,1517.0,396.0,60.171024,375866.0,,,,
22163,1523.5566,396.23535,187.0,-136.0,1517.0,396.0,60.078026,375884.0,,,,
22164,1524.0914,395.50006,187.0,-136.0,1517.0,397.0,59.831684,375902.0,,,,
22165,1524.6262,394.76477,187.0,-136.0,1517.0,397.0,59.756516,375918.0,,,,
22166,1525.161,394.02948,187.0,-136.0,1517.0,398.0,59.932922,375934.0,,,,
22167,1525.6958,393.2942,187.0,-136.0,1517.0,399.0,60.249634,375949.0,,,,
22168,1526.2306,392.5589,187.0,-136.0,1517.0,399.0,59.597527,375970.0,,,,
22169,1526.7654,391.8236,187.0,-136.0,1517.0,400.0,59.82882,375986.0,,,,
22170,1527.3002,391.08832,187.0,-136.0,1516.0,401.0,60.28069,375999.0,,,,
22171,1527.835,390.35303,187.0,-136.0,1516.0,401.0,59.99423,376017.0,,,,
22172,1528.3698,389.61774,187.0,-136.0,1516.0,402.0,59.95389,376035.0,,,,
22173,1528.9045,388.88245,187.0,-136.0,1516.0,402.0,59.936726,376051.0,,,,
22174,1529.4393,388.14716,187.0,-136.0,1516.0,403.0,59.751213,376069.0,,,,
22175,1529.9741,387.41187,187.0,-136.0,1516.0,404.0,60.16927,376084.0,,,,
22176,1530.5089,386.67657,187.0,-136.0,1516.0,404.0,60.058136,376100.0,,,,
22177,1531.0437,385.94128,187.0,-136.0,1516.0,405.0,59.736343,376119.0,,,,
22178,1531.5785,385.206,187.0,-136.0,1515.0,405.0,60.149483,376134.0,,,,
22179,1532.1133,384.4707,187.0,-136.0,1515.0,406.0,59.737442,376152.0,,,,
22180,1532.6481,383.7354,187.0,-136.0,1515.0,407.0,59.873962,376168.0,,,,
22181,1533.1829,383.00012,187.0,-136.0,1515.0,407.0,59.886593,376185.0,,,,
22182,1533.7177,382.26483,187.0,-136.0,1515.0,408.0,60.288795,376199.0,,,,
22183,1534.2524,381.52954,187.0,-136.0,1515.0,409.0,60.20542,376216.0,,,,
22184,1534.7872,380.79425,187.0,-136.0,1515.0,409.0,60.144615,376233.0,,,,
22185,1535.322,380.05896,187.0,-136.0,1515.0,410.0,60.25794,376249.0,,,,
22186,1535.8568,379.32367,187.0,-136.0,1515.0,410.0,59.996033,376267.0,,,,
22187,1536.3916,378.58838,187.0,-136.0,1514.0,411.0,59.894863,376285.0,,,,
22188,1536.9264,377.8531,187.0,-136.0,1514.0,412.0,60.245064,376299.0,,,,
22189,1537.4612,377.1178,187.0,-136.0,1514.0,412.0,59.793587,376319.0,,,,
22190,1537.996,376.3825,187.0,-136.0,1514.0,413.0,59.80059,376336.0,,,,
22191,1538.5308,375.64722,187.0,-136.0,1514.0,414.0,60.2584,376349.0,,,,
22192,1539.0656,374.91193,187.0,-136.0,1514.0,414.0,60.21584,376366.0,,,,
22193,1539.6003,374.17664,187.0,-136.0,1514.0,415.0,59.813038,376385.0,,,,
22194,1540.1351,373.44135,187.0,-136.0,1514.0,416.0,60.061424,376400.0,,,,
22195,1540.6699,372.70605,187.0,-136.0,1513.0,416.0,59.964405,376418.0,,,,
22196,1541.2047,371.97076,187.0,-136.0,1513.0,417.0,60.203777,376433.0,,,,
22197,1541.7395,371.23547,187.0,-136.0,1513.0,417.0,60.22527,376449.0,,,,
22198,1542.2743,370.50018,187.0,-136.0,1513.0,418.0,59.97394,376467.0,,,,
22199,1542.8091,369.7649,187.0,-136.0,1513.0,419.0,60.100433,376483.0,,,,
22200,1543.3439,369.0296,187.0,-136.0,1513.0,419.0,59.80706,376502.0,,,,
22201,1543.8787,368.2943,187.0,-136.0,1513.0,420.0,60.14491,376517.0,,,,
22202,1544.4135,367.55902,187.0,-136.0,1513.0,421.0,60.021763,376534.0,,,,
22203,1544.9482,366.82373,187.0,-136.0,1512.0,421.0,59.820797,376552.0,,,,
22204,1545.483,366.08844,187.0,-136.0,1512.0,422.0,59.835434,376568.0,,,,
22205,1546.0178,365.35315,187.0,-136.0,1512.0,422.0,60.131664,376583.0,,,,
22206,1546.5526,364.61786,187.0,-136.0,1512.0,423.0,60.03765,376600.0,,,,
22207,1547.0874,363.88257,187.0,-136.0,1512.0,424.0,59.98743,376617.0,,,,
22208,1547.6222,363.14728,187.0,-136.0,1512.0,424.0,59.693203,376636.0,,,,
22209,1548.157,362.412,187.0,-136.0,1512.0,425.0,59.84122,376652.0,,,,
22210,1548.6918,361.6767,187.0,-136.0,1512.0,426.0,59.876656,376668.0,,,,
22211,1549.2266,360.9414,187.0,-136.0,1511.0,426.0,59.962902,376685.0,,,,
22212,1549.7614,360.20612,187.0,-136.0,1511.0,427.0,60.25084,376699.0,,,,
22213,1550.2961,359.47083,187.0,-136.0,1511.0,427.0,59.62546,376719.0,,,,
22214,1550.8309,358.73553,187.0,-136.0,1511.0,428.0,60.280773,376732.0,,,,
22215,1551.3657,358.00024,187.0,-136.0,1511.0,429.0,59.886024,376752.0,,,,
22216,1551.9005,357.26495,187.0,-136.0,1511.0,429.0,59.824074,376768.0,,,,
22217,1552.4353,356.52966,187.0,-136.0,1511.0,430.0,60.040043,376784.0,,,,
22218,1552.9701,355.79437,187.0,-136.0,1510.0,431.0,60.07962,376800.0,,,,
22219,1553.5049,355.05908,187.0,-136.0,1510.0,431.0,60.186874,376816.0,,,,
22220,1554.0397,354.3238,187.0,-136.0,1510.0,432.0,59.94361,376834.0,,,,
22221,1554.5745,353.5885,187.0,-136.0,1510.0,432.0,60.251656,376850.0,,,,
22222,1555.1093,352.8532,187.0,-136.0,1510.0,433.0,60.207607,376866.0,,,,
22223,1555.644,352.11792,187.0,-136.0,1510.0,434.0,60.111084,376883.0,,,,
22224,1556.1788,351.38263,187.0,-136.0,1509.0,434.0,59.70141,376903.0,,,,
22225,1556.7136,350.64734,187.0,-136.0,1509.0,435.0,60.000973,376917.0,,,,
22226,1557.2484,349.91205,187.0,-136.0,1509.0,436.0,59.806065,376935.0,,,,
22227,1557.7832,349.17676,187.0,-136.0,1509.0,436.0,60.089375,376950.0,,,,
22228,1558.318,348.44147,187.0,-136.0,1509.0,437.0,59.833183,376968.0,,,,
22229,1558.8528,347.70618,187.0,-136.0,1509.0,437.0,60.1243,376984.0,,,,
22230,1559.3876,346.9709,187.0,-136.0,1508.0,438.0,59.871784,377002.0,,,,
22231,1559.9224,346.2356,187.0,-136.0,1508.0,439.0,59.777016,377019.0,,,,
22232,1560.4572,345.5003,187.0,-136.0,1508.0,439.0,59.773525,377036.0,,,,
22233,1560.992,344.765,187.0,-136.0,1508.0,440.0,59.95268,377051.0,,,,
22234,1561.5267,344.02972,187.0,-136.0,1508.0,440.0,60.035362,377067.0,,,,
22235,1562.0615,343.29443,187.0,-136.0,1508.0,441.0,60.150757,377084.0,,,,
22236,1562.5963,342.55914,187.0,-136.0,1507.0,442.0,59.74803,377103.0,,,,
22237,1563.1311,341.82385,187.0,-136.0,1507.0,442.0,59.97588,377118.0,,,,
22238,1563.6659,341.08856,187.0,-136.0,1507.0,443.0,59.955276,377134.0,,,,
22239,1564.2007,340.35327,187.0,-136.0,1507.0,444.0,59.76502,377152.0,,,,
22240,1564.7355,339.61798,187.0,-136.0,1507.0,444.0,60.22491,377166.0,,,,
22241,1565.2703,338.8827,187.0,-136.0,1507.0,445.0,59.766552,377186.0,,,,
22242,1565.805,338.1474,187.0,-136.0,1507.0,446.0,59.885315,377202.0,,,,
22243,1566.3398,337.4121,187.0,-136.0,1506.0,446.0,60.239933,377216.0,,,,
22244,1566.8746,336.67682,187.0,-136.0,1506.0,447.0,60.172417,377233.0,,,,
22245,1567.4094,335.94153,187.0,-136.0,1506.0,447.0,60.082058,377251.0,,,,
22246,1567.9442,335.20624,187.0,-136.0,1506.0,448.0,60.010952,377268.0,,,,
22247,1568.479,334.47095,187.0,-136.0,1506.0,449.0,60.008686,377284.0,,,,
22248,1569.0138,333.73566,187.0,-136.0,1506.0,449.0,60.200226,377299.0,,,,
22249,1569.5486,333.00037,187.0,-136.0,1506.0,450.0,59.90387,377318.0,,,,
22250,1570.0834,332.26508,187.0,-136.0,1505.0,451.0,59.971344,377334.0,,,,
22251,1570.6182,331.5298,187.0,-136.0,1505.0,451.0,60.07783,377350.0,,,,
22252,1571.153,330.7945,187.0,-136.0,1505.0,452.0,60.205284,377366.0,,,,
22253,1571.6877,330.0592,187.0,-136.0,1505.0,453.0,60.139755,377383.0,,,,
22254,1572.2225,329.3239,187.0,-136.0,1505.0,453.0,60.270855,377399.0,,,,
22255,1572.7573,328.58862,187.0,-136.0,1505.0,454.0,60.164406,377416.0,,,,
22256,1573.2921,327.85333,187.0,-136.0,1505.0,455.0,59.950058,377435.0,,,,
22257,1573.8269,327.11804,187.0,-136.0,1505.0,455.0,59.98176,377451.0,,,,
22258,1574.3617,326.38275,187.0,-136.0,1504.0,456.0,59.992012,377468.0,,,,
22259,1574.8965,325.64746,187.0,-136.0,1504.0,457.0,59.818203,377486.0,,,,
22260,1575.4313,324.91217,187.0,-136.0,1504.0,457.0,59.94397,377501.0,,,,
22261,1575.9661,324.17688,187.0,-136.0,1504.0,458.0,60.158745,377516.0,,,,
22262,1576.5009,323.4416,187.0,-136.0,1504.0,459.0,60.12025,377533.0,,,,
22263,1577.0356,322.7063,187.0,-136.0,1504.0,459.0,60.04647,377550.0,,,,
22264,1577.5704,321.971,187.0,-136.0,1504.0,460.0,60.14789,377566.0,,,,
22265,1578.1052,321.23572,187.0,-136.0,1504.0,461.0,59.79122,377585.0,,,,
22266,1578.64,320.50043,187.0,-136.0,1503.0,461.0,59.874916,377601.0,,,,
22267,1579.1748,319.76514,187.0,-136.0,1503.0,462.0,59.658947,377619.0,,,,
22268,1579.7096,319.02985,187.0,-136.0,1503.0,462.0,59.952354,377634.0,,,,
22269,1580.2444,318.29456,187.0,-136.0,1503.0,463.0,60.067425,377650.0,,,,
22270,1580.7792,317.55927,187.0,-136.0,1503.0,464.0,60.20558,377666.0,,,,
22271,1581.314,316.82397,187.0,-136.0,1503.0,464.0,60.14002,377683.0,,,,
22272,1581.8488,316.08868,187.0,-136.0,1503.0,465.0,60.053196,377700.0,,,,
22273,1582.3835,315.3534,187.0,-136.0,1503.0,466.0,59.989674,377717.0,,,,
22274,1582.9183,314.6181,187.0,-136.0,1502.0,466.0,60.117588,377733.0,,,,
22275,1583.4531,313.8828,187.0,-136.0,1502.0,467.0,59.693596,377752.0,,,,
22276,1583.9879,313.14752,187.0,-136.0,1502.0,468.0,60.178314,377767.0,,,,
22277,1584.5227,312.41223,187.0,-136.0,1502.0,468.0,59.91263,377784.0,,,,
22278,1585.0575,311.67694,187.0,-136.0,1502.0,469.0,59.678413,377803.0,,,,
22279,1585.5923,310.94165,177.0,-136.0,1502.0,470.0,60.19267,377816.0,,,,
22280,1586.1572,310.20636,177.0,-136.0,1502.0,470.0,60.12958,377833.0,,,,
22281,1586.7222,309.47107,177.0,-136.0,1502.0,471.0,59.766712,377852.0,,,,
22282,1587.2871,308.73578,177.0,-136.0,1501.0,472.0,59.77535,377868.0,,,,
22283,1587.852,308.0005,177.0,-136.0,1501.0,472.0,59.960228,377884.0,,,,
22284,1588.417,307.2652,177.0,-136.0,1501.0,473.0,59.746113,377902.0,,,,
22285,1588.9819,306.5299,177.0,-136.0,1501.0,474.0,60.18,377916.0,,,,
22286,1589.5469,305.79462,177.0,-136.0,1501.0,474.0,60.158085,377933.0,,,,
22287,1590.1118,305.05933,177.0,-136.0,1501.0,475.0,59.777203,377952.0,,,,
22288,1590.6768,304.32404,177.0,-136.0,1501.0,476.0,59.915794,377967.0,,,,
22289,1591.2417,303.58875,177.0,-136.0,1501.0,476.0,59.77,377986.0,,,,
22290,1591.8066,302.85345,177.0,-136.0,1501.0,477.0,60.11601,378000.0,,,,
22291,1592.3716,302.11816,177.0,-136.0,1500.0,477.0,59.7028,378020.0,,,,
22292,1592.9365,301.38287,177.0,-136.0,1500.0,478.0,59.992733,378034.0,,,,
22293,1593.5015,300.64758,177.0,-136.0,1500.0,479.0,59.806942,378052.0,,,,
22294,1594.0664,299.9123,177.0,-136.0,1500.0,479.0,59.865505,378069.0,,,,
22295,1594.6313,299.177,177.0,-136.0,1500.0,480.0,60.02077,378085.0,,,,
22296,1595.1963,298.4417,177.0,-136.0,1500.0,481.0,59.828434,378102.0,,,,
22297,1595.7612,297.70642,177.0,-136.0,1500.0,481.0,59.89269,378119.0,,,,
22298,1596.3262,296.97113,177.0,-136.0,1500.0,482.0,60.25147,378133.0,,,,
22299,1596.8911,296.23584,177.0,-136.0,1500.0,483.0,60.13629,378150.0,,,,
22300,1597.456,295.50055,177.0,-136.0,1499.0,483.0,59.86831,378168.0,,,,
22301,1598.021,294.76526,177.0,-136.0,1499.0,484.0,60.19739,378183.0,,,,
22302,1598.5859,294.02997,177.0,-136.0,1499.0,485.0,60.129612,378200.0,,,,
22303,1599.1509,293.29468,177.0,-136.0,1499.0,485.0,60.21647,378216.0,,,,
22304,1599.7158,292.5594,177.0,-136.0,1499.0,486.0,60.169174,378233.0,,,,
22305,1600.2808,291.8241,177.0,-136.0,1499.0,487.0,59.86106,378251.0,,,,
22306,1600.8457,291.0888,177.0,-136.0,1499.0,487.0,60.215057,378266.0,,,,
22307,1601.4106,290.35352,177.0,-136.0,1499.0,488.0,59.74391,378286.0,,,,
22308,1601.9756,289.61823,177.0,-136.0,1498.0,489.0,60.07937,378300.0,,,,
22309,1602.5405,288.88293,177.0,-136.0,1498.0,489.0,59.855156,378318.0,,,,
22310,1603.1055,288.14764,177.0,-136.0,1498.0,490.0,60.21653,378333.0,,,,
22311,1603.6704,287.41235,177.0,-136.0,1498.0,490.0,60.083477,378350.0,,,,
22312,1604.2354,286.67706,177.0,-136.0,1498.0,491.0,60.030968,378367.0,,,,
22313,1604.8003,285.94177,177.0,-136.0,1498.0,492.0,59.729183,378386.0,,,,
22314,1605.3652,285.20648,177.0,-136.0,1498.0,492.0,60.097324,378400.0,,,,
22315,1605.9302,284.4712,177.0,-136.0,1498.0,493.0,60.037342,378417.0,,,,
22316,1606.4951,283.7359,177.0,-136.0,1497.0,494.0,59.72881,378436.0,,,,
22317,1607.06,283.0006,177.0,-136.0,1497.0,494.0,60.108433,378450.0,,,,
22318,1607.625,282.26532,177.0,-136.0,1497.0,495.0,59.86228,378469.0,,,,
22319,1608.19,281.53003,177.0,-136.0,1497.0,496.0,59.890076,378485.0,,,,
22320,1608.7549,280.79474,177.0,-136.0,1497.0,496.0,60.102036,378500.0,,,,
22321,1609.3198,280.05945,177.0,-136.0,1497.0,497.0,59.769108,378519.0,,,,
22322,1609.8848,279.32416,177.0,-136.0,1497.0,498.0,60.19021,378533.0,,,,
22323,1610.4497,278.58887,177.0,-136.0,1497.0,498.0,60.317295,378549.0,,,,
22324,1611.0146,277.85358,177.0,-136.0,1496.0,499.0,59.763733,378569.0,,,,
22325,1611.5796,277.1183,177.0,-136.0,1496.0,500.0,60.15915,378584.0,,,,
22326,1612.1445,276.383,177.0,-136.0,1496.0,500.0,60.114746,378601.0,,,,
22327,1612.7095,275.6477,177.0,-136.0,1496.0,501.0,60.042377,378618.0,,,,
22328,1613.2744,274.9124,177.0,-136.0,1496.0,501.0,59.91612,378634.0,,,,
22329,1613.8394,274.17712,177.0,-136.0,1496.0,502.0,60.10035,378650.0,,,,
22330,1614.4043,273.44183,177.0,-136.0,1496.0,503.0,60.041298,378667.0,,,,
22331,1614.9692,272.70654,177.0,-136.0,1496.0,503.0,59.73054,378686.0,,,,
22332,1615.5342,271.97125,177.0,-136.0,1495.0,504.0,60.24702,378699.0,,,,
22333,1616.0991,271.23596,177.0,-136.0,1495.0,505.0,60.032116,378718.0,,,,
22334,1616.6641,270.50067,177.0,-136.0,1495.0,505.0,59.96207,378735.0,,,,
22335,1617.229,269.76538,177.0,-136.0,1495.0,506.0,60.07966,378751.0,,,,
22336,1617.794,269.0301,177.0,-136.0,1495.0,507.0,59.682358,378769.0,,,,
22337,1618.3589,268.2948,177.0,-136.0,1495.0,507.0,60.167732,378783.0,,,,
22338,1618.9238,267.5595,177.0,-136.0,1495.0,508.0,59.80757,378802.0,,,,
22339,1619.4888,266.82422,177.0,-136.0,1495.0,509.0,59.868397,378818.0,,,,
22340,1620.0537,266.08893,177.0,-136.0,1495.0,509.0,59.896923,378835.0,,,,
22341,1620.6187,265.35364,177.0,-136.0,1494.0,510.0,60.08689,378850.0,,,,
22342,1621.1836,264.61835,177.0,-136.0,1494.0,511.0,60.22114,378866.0,,,,
22343,1621.7485,263.88306,177.0,-136.0,1494.0,511.0,59.790756,378886.0,,,,
22344,1622.3135,263.14777,177.0,-136.0,1494.0,512.0,59.883774,378901.0,,,,
22345,1622.8784,262.41248,177.0,-136.0,1494.0,513.0,60.232178,378916.0,,,,
22346,1623.4434,261.6772,177.0,-136.0,1494.0,513.0,59.68335,378937.0,,,,
22347,1624.0083,260.9419,177.0,-136.0,1494.0,514.0,60.11665,378950.0,,,,
22348,1624.5732,260.2066,177.0,-136.0,1494.0,515.0,59.791367,378969.0,,,,
