frame,x,y,IOIx,IOIy,xGhost,yGhost,frameRate,time,W = 1920,H = 1080,taps = 2
20780,1623.1316,436.9283,760.0,-1395.0,1627.0,415.0,60.05712,348458.0,,,
20781,1623.2632,436.85663,760.0,-1395.0,1627.0,416.0,59.985054,348475.0,,,
20782,1623.3948,436.78494,760.0,-1395.0,1627.0,416.0,59.840954,348493.0,,,
20783,1623.5264,436.71326,760.0,-1395.0,1627.0,417.0,58.83372,348514.0,,,
20784,1623.658,436.64157,760.0,-1395.0,1627.0,418.0,60.023838,348525.0,,,
20785,1623.7896,436.5699,760.0,-1395.0,1627.0,418.0,59.480312,348544.0,,,
20786,1623.9211,436.4982,760.0,-1395.0,1626.0,419.0,59.982815,348559.0,,,
20787,1624.0527,436.4265,760.0,-1395.0,1626.0,419.0,59.42862,348578.0,,,
20788,1624.1843,436.35483,760.0,-1395.0,1626.0,420.0,60.091988,348591.0,,,
20789,1624.3159,436.28314,760.0,-1395.0,1626.0,421.0,60.049812,348609.0,,,
20790,1624.4475,436.21146,760.0,-1395.0,1626.0,421.0,59.9859,348625.0,,,
20791,1624.5791,436.13977,760.0,-1395.0,1626.0,422.0,59.48748,348645.0,,,
20792,1624.7107,436.06808,760.0,-1395.0,1626.0,423.0,60.13055,348659.0,,,
20793,1624.8423,435.9964,760.0,-1395.0,1626.0,423.0,60.1323,348674.0,,,
20794,1624.9739,435.9247,760.0,-1395.0,1626.0,424.0,60.062218,348692.0,,,
20795,1625.1055,435.85303,760.0,-1395.0,1626.0,425.0,60.062218,348708.0,,,
20796,1625.237,435.78134,760.0,-1395.0,1625.0,425.0,59.469837,348728.0,,,
20797,1625.3687,435.70966,760.0,-1395.0,1625.0,426.0,60.22988,348741.0,,,
20798,1625.5002,435.63797,760.0,-1395.0,1625.0,427.0,60.35097,348757.0,,,
20799,1625.6318,435.56628,760.0,-1395.0,1625.0,427.0,60.068016,348775.0,,,
20800,1625.7634,435.4946,760.0,-1395.0,1625.0,428.0,60.0759,348791.0,,,
20801,1625.895,435.4229,760.0,-1395.0,1625.0,429.0,60.033237,348809.0,,,
20802,1626.0266,435.35123,760.0,-1395.0,1625.0,429.0,59.38961,348830.0,,,
20803,1626.1582,435.27954,760.0,-1395.0,1625.0,430.0,60.04378,348842.0,,,
20804,1626.2898,435.20786,760.0,-1395.0,1625.0,430.0,60.03425,348859.0,,,
20805,1626.4214,435.13617,760.0,-1395.0,1624.0,431.0,59.540073,348878.0,,,
20806,1626.553,435.06448,760.0,-1395.0,1624.0,432.0,60.12985,348891.0,,,
20807,1626.6846,434.9928,760.0,-1395.0,1624.0,432.0,60.13127,348908.0,,,
20808,1626.8162,434.9211,760.0,-1395.0,1624.0,433.0,60.070766,348925.0,,,
20809,1626.9478,434.84943,760.0,-1395.0,1624.0,434.0,60.019394,348942.0,,,
20810,1627.0793,434.77774,760.0,-1395.0,1624.0,434.0,60.028706,348960.0,,,
20811,1627.2109,434.70605,760.0,-1395.0,1624.0,435.0,59.474983,348979.0,,,
20812,1627.3425,434.63437,760.0,-1395.0,1624.0,436.0,60.155323,348991.0,,,
20813,1627.4741,434.56268,760.0,-1395.0,1623.0,436.0,60.26988,349008.0,,,
20814,1627.6057,434.491,760.0,-1395.0,1623.0,437.0,60.016052,349025.0,,,
20815,1627.7373,434.4193,760.0,-1395.0,1623.0,438.0,58.90415,349049.0,,,
20816,1627.8689,434.34763,760.0,-1395.0,1623.0,438.0,60.062744,349060.0,,,
20817,1628.0005,434.27594,760.0,-1395.0,1623.0,439.0,59.486565,349080.0,,,
20818,1628.1321,434.20425,760.0,-1395.0,1623.0,440.0,60.30962,349091.0,,,
20819,1628.2637,434.13257,760.0,-1395.0,1623.0,441.0,60.083614,349111.0,,,
20820,1628.3953,434.06088,760.0,-1395.0,1623.0,441.0,60.18439,349125.0,,,
20821,1628.5269,433.9892,760.0,-1395.0,1622.0,442.0,60.099697,349142.0,,,
20822,1628.6584,433.9175,760.0,-1395.0,1622.0,443.0,60.148647,349158.0,,,
20823,1628.79,433.84583,760.0,-1395.0,1622.0,443.0,60.15378,349175.0,,,
20824,1628.9216,433.77414,760.0,-1395.0,1622.0,444.0,60.104027,349192.0,,,
20825,1629.0532,433.70245,760.0,-1395.0,1622.0,445.0,60.05532,349210.0,,,
20826,1629.1848,433.63077,760.0,-1395.0,1622.0,445.0,60.164585,349224.0,,,
20827,1629.3164,433.55908,760.0,-1395.0,1622.0,446.0,60.077435,349242.0,,,
20828,1629.448,433.4874,760.0,-1395.0,1621.0,447.0,60.025234,349260.0,,,
20829,1629.5796,433.4157,760.0,-1395.0,1621.0,447.0,59.54193,349278.0,,,
20830,1629.7112,433.34402,760.0,-1395.0,1621.0,448.0,60.26684,349291.0,,,
20831,1629.8428,433.27234,760.0,-1395.0,1621.0,449.0,60.187943,349308.0,,,
20832,1629.9744,433.20065,760.0,-1395.0,1621.0,449.0,60.11795,349325.0,,,
20833,1630.106,433.12897,760.0,-1395.0,1621.0,450.0,60.026016,349342.0,,,
20834,1630.2375,433.05728,760.0,-1395.0,1621.0,451.0,60.04069,349359.0,,,
20835,1630.3691,432.9856,760.0,-1395.0,1621.0,451.0,59.469162,349379.0,,,
20836,1630.5007,432.9139,760.0,-1395.0,1620.0,452.0,60.1412,349391.0,,,
20837,1630.6323,432.84222,760.0,-1395.0,1620.0,453.0,60.088463,349409.0,,,
20838,1630.7639,432.77054,760.0,-1395.0,1620.0,453.0,60.03108,349425.0,,,
20839,1630.8955,432.69885,760.0,-1395.0,1620.0,454.0,58.933193,349448.0,,,
20840,1631.0271,432.62717,760.0,-1395.0,1620.0,455.0,60.169655,349458.0,,,
20841,1631.1587,432.55548,760.0,-1395.0,1620.0,455.0,60.228104,349474.0,,,
20842,1631.2903,432.4838,760.0,-1395.0,1620.0,456.0,60.15102,349491.0,,,
20843,1631.4219,432.4121,760.0,-1395.0,1619.0,457.0,60.10688,349509.0,,,
20844,1631.5535,432.34042,760.0,-1395.0,1619.0,457.0,58.361294,349535.0,,,
20845,1631.685,432.26874,760.0,-1395.0,1619.0,458.0,60.138958,349542.0,,,
20846,1631.8167,432.19705,760.0,-1395.0,1619.0,459.0,60.1255,349560.0,,,
20847,1631.9482,432.12537,760.0,-1395.0,1619.0,459.0,59.554493,349579.0,,,
20848,1632.0798,432.05368,760.0,-1395.0,1619.0,460.0,60.22151,349591.0,,,
