frame,x,y,IOIx,IOIy,xGhost,yGhost,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = true
20051,277.6536,712.67114,153.0,149.0,274.0,733.0,60.255486,339853.0,,,,
20052,278.3072,713.3423,153.0,149.0,274.0,732.0,59.75261,339872.0,,,,
20053,278.9608,714.0134,153.0,149.0,274.0,731.0,60.006958,339888.0,,,,
20054,279.61438,714.6846,153.0,149.0,274.0,731.0,60.002377,339905.0,,,,
20055,280.26797,715.3557,153.0,149.0,274.0,730.0,60.211926,339920.0,,,,
20056,280.92157,716.02686,153.0,149.0,274.0,730.0,60.113487,339937.0,,,,
20057,281.57516,716.698,153.0,149.0,274.0,729.0,60.126587,339954.0,,,,
20058,282.22876,717.36914,153.0,149.0,274.0,729.0,59.61868,339974.0,,,,
20059,282.88235,718.0403,153.0,149.0,274.0,728.0,59.870365,339989.0,,,,
20060,283.53595,718.7114,153.0,149.0,274.0,727.0,60.068504,340004.0,,,,
20061,284.18954,719.38257,153.0,149.0,274.0,727.0,60.00583,340021.0,,,,
20062,284.84314,720.0537,153.0,149.0,274.0,726.0,59.995632,340038.0,,,,
20063,285.49673,720.72485,153.0,149.0,275.0,726.0,59.999733,340055.0,,,,
20064,286.15033,721.396,153.0,149.0,275.0,725.0,60.219677,340070.0,,,,
20065,286.80392,722.06714,153.0,149.0,275.0,724.0,59.725155,340089.0,,,,
20066,287.45752,722.7383,153.0,149.0,275.0,724.0,59.965015,340105.0,,,,
20067,288.1111,723.4094,153.0,149.0,275.0,723.0,60.00201,340121.0,,,,
20068,288.7647,724.08057,153.0,149.0,275.0,723.0,59.983387,340138.0,,,,
20069,289.4183,724.7517,153.0,149.0,275.0,722.0,60.078114,340154.0,,,,
20070,290.0719,725.42285,153.0,149.0,275.0,721.0,59.939983,340172.0,,,,
20071,290.7255,726.094,153.0,149.0,275.0,721.0,59.777668,340189.0,,,,
20072,291.3791,726.76514,153.0,149.0,275.0,720.0,60.19642,340204.0,,,,
20073,292.03268,727.4363,153.0,149.0,276.0,719.0,59.963024,340222.0,,,,
20074,292.68628,728.1074,153.0,149.0,276.0,719.0,59.95497,340238.0,,,,
20075,293.33987,728.77856,153.0,149.0,276.0,718.0,59.810593,340256.0,,,,
20076,293.99347,729.4497,153.0,149.0,276.0,718.0,60.228146,340270.0,,,,
20077,294.64706,730.12085,153.0,149.0,276.0,717.0,59.9525,340289.0,,,,
20078,295.30066,730.792,153.0,149.0,276.0,716.0,59.72221,340306.0,,,,
20079,295.95425,731.46313,153.0,149.0,276.0,716.0,59.958767,340321.0,,,,
20080,296.60785,732.1343,153.0,149.0,276.0,715.0,59.9742,340338.0,,,,
20081,297.26144,732.8054,153.0,149.0,277.0,715.0,60.25089,340353.0,,,,
20082,297.91504,733.47656,153.0,149.0,277.0,714.0,59.92834,340371.0,,,,
20083,298.56863,734.1477,153.0,149.0,277.0,713.0,59.99004,340388.0,,,,
20084,299.22223,734.81885,153.0,149.0,277.0,713.0,60.01377,340405.0,,,,
20085,299.87582,735.49,153.0,149.0,277.0,712.0,60.225048,340420.0,,,,
20086,300.52942,736.16113,153.0,149.0,277.0,711.0,60.016426,340438.0,,,,
20087,301.183,736.8323,153.0,149.0,277.0,711.0,60.004395,340454.0,,,,
20088,301.8366,737.5034,153.0,149.0,277.0,710.0,60.012516,340471.0,,,,
20089,302.4902,738.17456,153.0,149.0,277.0,710.0,60.0118,340488.0,,,,
20090,303.1438,738.8457,153.0,149.0,278.0,709.0,60.00499,340504.0,,,,
20091,303.7974,739.51685,153.0,149.0,278.0,708.0,60.009056,340521.0,,,,
20092,304.451,740.188,153.0,149.0,278.0,708.0,59.96323,340538.0,,,,
20093,305.10458,740.85913,153.0,149.0,278.0,707.0,60.010544,340555.0,,,,
20094,305.75818,741.5303,153.0,149.0,278.0,706.0,59.997257,340571.0,,,,
20095,306.41177,742.2014,153.0,149.0,278.0,706.0,60.207905,340587.0,,,,
20096,307.06537,742.87256,153.0,149.0,278.0,705.0,59.930763,340605.0,,,,
20097,307.71896,743.5437,153.0,149.0,278.0,704.0,59.945877,340621.0,,,,
20098,308.37256,744.21484,153.0,149.0,279.0,704.0,60.01054,340638.0,,,,
20099,309.02615,744.886,153.0,149.0,279.0,703.0,59.99457,340654.0,,,,
20100,309.67975,745.5571,153.0,149.0,279.0,703.0,60.0027,340671.0,,,,
20101,310.33334,746.2283,153.0,149.0,279.0,702.0,60.233604,340686.0,,,,
20102,310.98694,746.8994,153.0,149.0,279.0,701.0,59.953033,340705.0,,,,
20103,311.64053,747.57056,153.0,149.0,279.0,701.0,59.984356,340721.0,,,,
20104,312.29413,748.2417,153.0,149.0,279.0,700.0,60.23007,340736.0,,,,
20105,312.94772,748.91284,153.0,149.0,279.0,699.0,59.982685,340754.0,,,,
20106,313.60132,749.584,153.0,149.0,280.0,699.0,59.992588,340771.0,,,,
20107,314.2549,750.2551,153.0,149.0,280.0,698.0,59.952805,340788.0,,,,
20108,314.9085,750.9263,153.0,149.0,280.0,698.0,59.986763,340804.0,,,,
20109,315.5621,751.5974,153.0,149.0,280.0,697.0,60.004642,340821.0,,,,
20110,316.2157,752.26855,153.0,149.0,280.0,696.0,59.98121,340838.0,,,,
20111,316.8693,752.9397,153.0,149.0,280.0,696.0,59.803043,340855.0,,,,
20112,317.5229,753.61084,153.0,149.0,280.0,695.0,60.018726,340871.0,,,,
20113,318.17648,754.282,153.0,149.0,280.0,694.0,59.98303,340888.0,,,,
20114,318.83008,754.9531,153.0,149.0,281.0,694.0,59.97052,340905.0,,,,
20115,319.48367,755.62427,153.0,149.0,281.0,693.0,60.001354,340921.0,,,,
20116,320.13727,756.2954,153.0,149.0,281.0,693.0,59.994576,340938.0,,,,
20117,320.79086,756.96655,153.0,149.0,281.0,692.0,59.979874,340955.0,,,,
20118,321.44446,757.6377,153.0,149.0,281.0,691.0,59.909573,340972.0,,,,
20119,322.09805,758.30884,153.0,149.0,281.0,691.0,60.012203,340988.0,,,,
20120,322.75165,758.98,153.0,149.0,281.0,690.0,59.639526,341007.0,,,,
20121,323.40524,759.6511,153.0,149.0,282.0,689.0,60.267136,341020.0,,,,
20122,324.05884,760.32227,153.0,149.0,282.0,689.0,60.002373,341038.0,,,,
20123,324.71243,760.9934,153.0,149.0,282.0,688.0,60.012123,341054.0,,,,
20124,325.36603,761.66455,153.0,149.0,282.0,688.0,60.04338,341071.0,,,,
20125,326.01962,762.3357,153.0,149.0,282.0,687.0,60.063343,341087.0,,,,
20126,326.67322,763.00684,153.0,149.0,282.0,686.0,60.079964,341104.0,,,,
20127,327.3268,763.678,153.0,149.0,283.0,686.0,60.065384,341120.0,,,,
20128,327.9804,764.3491,153.0,149.0,283.0,685.0,60.065655,341137.0,,,,
20129,328.634,765.02026,153.0,149.0,283.0,684.0,60.097775,341154.0,,,,
20130,329.2876,765.6914,153.0,149.0,283.0,684.0,59.714443,341172.0,,,,
20131,329.9412,766.36255,153.0,149.0,283.0,683.0,60.078026,341187.0,,,,
20132,330.5948,767.0337,153.0,149.0,283.0,683.0,60.07411,341204.0,,,,
20133,331.24838,767.70483,153.0,149.0,284.0,682.0,60.06932,341220.0,,,,
20134,331.90198,768.376,153.0,149.0,284.0,681.0,59.82802,341238.0,,,,
20135,332.55557,769.0471,153.0,149.0,284.0,681.0,60.08914,341254.0,,,,
20136,333.20917,769.71826,153.0,149.0,284.0,680.0,60.171143,341270.0,,,,
20137,333.86276,770.3894,153.0,149.0,284.0,680.0,59.80389,341288.0,,,,
