frame,x,y,IOIx,IOIy,xGhost,yGhost,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = false
24711,1514.4624,408.6135,-186.0,163.0,1518.0,387.0,59.958973,417872.0,,,,
24712,1513.9248,409.227,-186.0,163.0,1518.0,388.0,60.02787,417888.0,,,,
24713,1513.3872,409.84048,-186.0,163.0,1518.0,389.0,60.18696,417904.0,,,,
24714,1512.8496,410.45398,-186.0,163.0,1518.0,389.0,60.153057,417921.0,,,,
24715,1512.312,411.06747,-186.0,163.0,1518.0,390.0,60.059063,417938.0,,,,
24716,1511.7744,411.68097,-186.0,163.0,1518.0,390.0,59.86027,417956.0,,,,
24717,1511.2368,412.29446,-186.0,163.0,1518.0,391.0,59.8612,417972.0,,,,
24718,1510.6992,412.90796,-186.0,163.0,1518.0,391.0,60.02669,417988.0,,,,
24719,1510.1616,413.52145,-186.0,163.0,1518.0,392.0,59.927097,418005.0,,,,
24720,1509.624,414.13495,-186.0,163.0,1518.0,393.0,59.9716,418022.0,,,,
24721,1509.0864,414.74844,-186.0,163.0,1518.0,393.0,60.001373,418038.0,,,,
24722,1508.5488,415.36194,-186.0,163.0,1518.0,394.0,59.885868,418056.0,,,,
24723,1508.0112,415.97543,-186.0,163.0,1517.0,394.0,60.10303,418071.0,,,,
24724,1507.4736,416.58893,-186.0,163.0,1517.0,395.0,59.919254,418089.0,,,,
24725,1506.936,417.20242,-186.0,163.0,1517.0,396.0,60.132164,418104.0,,,,
24726,1506.3984,417.81592,-186.0,163.0,1517.0,396.0,60.148346,418121.0,,,,
24727,1505.8608,418.4294,-186.0,163.0,1517.0,397.0,59.92038,418139.0,,,,
24728,1505.3232,419.0429,-186.0,163.0,1517.0,397.0,60.14272,418154.0,,,,
24729,1504.7856,419.6564,-186.0,163.0,1517.0,398.0,59.7021,418173.0,,,,
24730,1504.248,420.2699,-186.0,163.0,1517.0,399.0,60.01307,418188.0,,,,
24731,1503.7104,420.8834,-186.0,163.0,1517.0,399.0,59.910133,418205.0,,,,
24732,1503.1729,421.4969,-186.0,163.0,1517.0,400.0,59.947735,418222.0,,,,
24733,1502.6353,422.11038,-186.0,163.0,1516.0,401.0,60.152817,418237.0,,,,
24734,1502.0977,422.72388,-186.0,163.0,1516.0,401.0,59.912006,418255.0,,,,
24735,1501.56,423.33737,-186.0,163.0,1516.0,402.0,60.141354,418271.0,,,,
24736,1501.0225,423.95087,-186.0,163.0,1516.0,402.0,60.14889,418287.0,,,,
24737,1500.4849,424.56436,-186.0,163.0,1516.0,403.0,59.89718,418305.0,,,,
24738,1499.9473,425.17786,-186.0,163.0,1516.0,404.0,60.095276,418321.0,,,,
24739,1499.4097,425.79135,-186.0,163.0,1516.0,404.0,60.038662,418339.0,,,,
24740,1498.8721,426.40485,-186.0,163.0,1516.0,405.0,60.091114,418354.0,,,,
24741,1498.3345,427.01834,-186.0,163.0,1515.0,405.0,59.961437,418372.0,,,,
24742,1497.7969,427.63184,-186.0,163.0,1515.0,406.0,59.547516,418391.0,,,,
24743,1497.2593,428.24533,-186.0,163.0,1515.0,407.0,60.08087,418405.0,,,,
24744,1496.7217,428.85883,-186.0,163.0,1515.0,407.0,59.97234,418422.0,,,,
24745,1496.1841,429.47232,-186.0,163.0,1515.0,408.0,59.94164,418439.0,,,,
24746,1495.6465,430.08582,-186.0,163.0,1515.0,409.0,59.903946,418456.0,,,,
24747,1495.1089,430.6993,-186.0,163.0,1515.0,409.0,59.998184,418472.0,,,,
24748,1494.5713,431.3128,-186.0,163.0,1515.0,410.0,59.945835,418489.0,,,,
24749,1494.0337,431.9263,-186.0,163.0,1515.0,410.0,60.151283,418505.0,,,,
24750,1493.4961,432.5398,-186.0,163.0,1514.0,411.0,60.118534,418521.0,,,,
24751,1492.9585,433.1533,-186.0,163.0,1514.0,412.0,59.84368,418540.0,,,,
24752,1492.4209,433.76678,-186.0,163.0,1514.0,412.0,59.969006,418555.0,,,,
24753,1491.8833,434.38028,-186.0,163.0,1514.0,413.0,60.1544,418571.0,,,,
24754,1491.3457,434.99377,-186.0,163.0,1514.0,414.0,60.120758,418588.0,,,,
24755,1490.8081,435.60727,-186.0,163.0,1514.0,414.0,60.145134,418604.0,,,,
24756,1490.2705,436.22076,-186.0,163.0,1514.0,415.0,60.13113,418621.0,,,,
24757,1489.7329,436.83426,-186.0,163.0,1514.0,416.0,60.086887,418638.0,,,,
24758,1489.1953,437.44775,-186.0,163.0,1513.0,416.0,60.0437,418655.0,,,,
24759,1488.6577,438.06125,-186.0,163.0,1513.0,417.0,60.1094,418671.0,,,,
24760,1488.1201,438.67474,-186.0,163.0,1513.0,417.0,60.07379,418688.0,,,,
24761,1487.5825,439.28824,-186.0,163.0,1513.0,418.0,59.864647,418706.0,,,,
24762,1487.0449,439.90173,-186.0,163.0,1513.0,419.0,59.858982,418722.0,,,,
24763,1486.5073,440.51523,-186.0,163.0,1513.0,419.0,59.92938,418739.0,,,,
24764,1485.9697,441.12872,-186.0,163.0,1513.0,420.0,60.134426,418754.0,,,,
24765,1485.4321,441.74222,-186.0,163.0,1513.0,421.0,59.948513,418772.0,,,,
24766,1484.8945,442.3557,-186.0,163.0,1512.0,421.0,60.006054,418789.0,,,,
24767,1484.3569,442.9692,-186.0,163.0,1512.0,422.0,59.93957,418805.0,,,,
24768,1483.8193,443.5827,-186.0,163.0,1512.0,422.0,60.073647,418821.0,,,,
24769,1483.2817,444.1962,-186.0,163.0,1512.0,423.0,60.108356,418838.0,,,,
24770,1482.7441,444.8097,-186.0,163.0,1512.0,424.0,60.10316,418854.0,,,,
24771,1482.2065,445.4232,-186.0,163.0,1512.0,424.0,60.076702,418872.0,,,,
24772,1481.669,446.03668,-186.0,163.0,1512.0,425.0,59.75125,418890.0,,,,
24773,1481.1313,446.65018,-186.0,163.0,1512.0,426.0,59.855873,418906.0,,,,
24774,1480.5938,447.26367,-186.0,163.0,1511.0,426.0,60.12139,418921.0,,,,
24775,1480.0562,447.87717,-186.0,163.0,1511.0,427.0,59.6267,418940.0,,,,
24776,1479.5186,448.49066,-186.0,163.0,1511.0,427.0,60.147385,418954.0,,,,
24777,1478.981,449.10416,-186.0,163.0,1511.0,428.0,59.70844,418973.0,,,,
24778,1478.4434,449.71765,-186.0,163.0,1511.0,429.0,60.132,418987.0,,,,
24779,1477.9058,450.33115,-186.0,163.0,1511.0,429.0,59.95456,419005.0,,,,
24780,1477.3682,450.94464,-186.0,163.0,1511.0,430.0,60.153843,419021.0,,,,
24781,1476.8306,451.55814,-186.0,163.0,1510.0,431.0,59.609287,419040.0,,,,
24782,1476.293,452.17163,-186.0,163.0,1510.0,431.0,59.91191,419056.0,,,,
24783,1475.7554,452.78513,-186.0,163.0,1510.0,432.0,59.613945,419075.0,,,,
24784,1475.2178,453.39862,-186.0,163.0,1510.0,432.0,59.9146,419089.0,,,,
24785,1474.6802,454.01212,-186.0,163.0,1510.0,433.0,60.170296,419104.0,,,,
24786,1474.1426,454.6256,-186.0,163.0,1510.0,434.0,59.942417,419122.0,,,,
24787,1473.605,455.2391,-186.0,163.0,1509.0,434.0,60.074226,419138.0,,,,
24788,1473.0674,455.8526,-186.0,163.0,1509.0,435.0,59.757534,419156.0,,,,
24789,1472.5298,456.4661,-186.0,163.0,1509.0,436.0,60.1409,419171.0,,,,
24790,1471.9922,457.0796,-186.0,163.0,1509.0,436.0,60.16846,419188.0,,,,
24791,1471.4546,457.69308,-186.0,163.0,1509.0,437.0,59.96446,419205.0,,,,
24792,1470.917,458.30658,-186.0,163.0,1509.0,437.0,60.179783,419221.0,,,,
24793,1470.3794,458.92007,-186.0,163.0,1508.0,438.0,59.868927,419240.0,,,,
24794,1469.8418,459.53357,-186.0,163.0,1508.0,439.0,59.90577,419256.0,,,,
24795,1469.3042,460.14706,-186.0,163.0,1508.0,439.0,59.85026,419273.0,,,,
24796,1468.7666,460.76056,-186.0,163.0,1508.0,440.0,59.924644,419289.0,,,,
24797,1468.229,461.37405,-186.0,163.0,1508.0,440.0,60.19227,419304.0,,,,
24798,1467.6914,461.98755,-186.0,163.0,1508.0,441.0,59.93871,419322.0,,,,
24799,1467.1538,462.60104,-186.0,163.0,1507.0,442.0,60.177742,419337.0,,,,
24800,1466.6162,463.21454,-186.0,163.0,1507.0,442.0,60.122585,419354.0,,,,
24801,1466.0786,463.82803,-186.0,163.0,1507.0,443.0,59.738796,419373.0,,,,
24802,1465.541,464.44153,-186.0,163.0,1507.0,444.0,59.95699,419389.0,,,,
24803,1465.0034,465.05502,-186.0,163.0,1507.0,444.0,59.96757,419405.0,,,,
24804,1464.4658,465.66852,-186.0,163.0,1507.0,445.0,59.98214,419422.0,,,,
24805,1463.9282,466.282,-186.0,163.0,1507.0,446.0,60.192905,419437.0,,,,
24806,1463.3906,466.8955,-186.0,163.0,1506.0,446.0,59.942574,419456.0,,,,
24807,1462.853,467.509,-186.0,163.0,1506.0,447.0,59.900913,419473.0,,,,
24808,1462.3154,468.1225,-186.0,163.0,1506.0,447.0,59.962963,419489.0,,,,
24809,1461.7778,468.736,-186.0,163.0,1506.0,448.0,60.067345,419505.0,,,,
24810,1461.2402,469.3495,-186.0,163.0,1506.0,449.0,59.744656,419523.0,,,,
24811,1460.7026,469.96298,-186.0,163.0,1506.0,449.0,60.062763,419538.0,,,,
24812,1460.165,470.57648,-186.0,163.0,1506.0,450.0,60.12718,419555.0,,,,
24813,1459.6274,471.18997,-186.0,163.0,1505.0,451.0,60.006058,419572.0,,,,
24814,1459.0898,471.80347,-186.0,163.0,1505.0,451.0,60.18923,419587.0,,,,
24815,1458.5522,472.41696,-186.0,163.0,1505.0,452.0,59.988182,419605.0,,,,
24816,1458.0146,473.03046,-186.0,163.0,1505.0,453.0,59.942223,419622.0,,,,
24817,1457.477,473.64395,-186.0,163.0,1505.0,453.0,60.17707,419637.0,,,,
24818,1456.9395,474.25745,-186.0,163.0,1505.0,454.0,59.938164,419656.0,,,,
24819,1456.4019,474.87094,-186.0,163.0,1505.0,455.0,60.132828,419671.0,,,,
24820,1455.8643,475.48444,-186.0,163.0,1505.0,455.0,60.161633,419688.0,,,,
24821,1455.3267,476.09793,-186.0,163.0,1504.0,456.0,60.14146,419704.0,,,,
24822,1454.7891,476.71143,-186.0,163.0,1504.0,457.0,59.724445,419723.0,,,,
24823,1454.2515,477.32492,-186.0,163.0,1504.0,457.0,60.128532,419738.0,,,,
24824,1453.7139,477.93842,-186.0,163.0,1504.0,458.0,59.91189,419756.0,,,,
24825,1453.1763,478.5519,-186.0,163.0,1504.0,459.0,59.960693,419772.0,,,,
24826,1452.6387,479.1654,-186.0,163.0,1504.0,459.0,60.106186,419788.0,,,,
24827,1452.1011,479.7789,-186.0,163.0,1504.0,460.0,59.905952,419806.0,,,,
24828,1451.5635,480.3924,-186.0,163.0,1504.0,461.0,60.12201,419822.0,,,,
24829,1451.0259,481.0059,-186.0,163.0,1503.0,461.0,60.110924,419838.0,,,,
24830,1450.4883,481.6194,-186.0,163.0,1503.0,462.0,59.535633,419858.0,,,,
24831,1449.9507,482.23288,-186.0,163.0,1503.0,462.0,60.16491,419871.0,,,,
24832,1449.4131,482.84637,-186.0,163.0,1503.0,463.0,59.96398,419889.0,,,,
24833,1448.8755,483.45987,-186.0,163.0,1503.0,464.0,59.95084,419905.0,,,,
24834,1448.3379,484.07336,-186.0,163.0,1503.0,464.0,60.16319,419921.0,,,,
24835,1447.8003,484.68686,-186.0,163.0,1503.0,465.0,59.901783,419939.0,,,,
24836,1447.2627,485.30035,-186.0,163.0,1503.0,466.0,60.114357,419954.0,,,,
24837,1446.7251,485.91385,-186.0,163.0,1502.0,466.0,60.12384,419972.0,,,,
24838,1446.1875,486.52734,-186.0,163.0,1502.0,467.0,60.10085,419988.0,,,,
24839,1445.6499,487.14084,-186.0,163.0,1502.0,468.0,59.897923,420006.0,,,,
24840,1445.1123,487.75433,-186.0,163.0,1502.0,468.0,60.125263,420021.0,,,,
24841,1444.5747,488.36783,-186.0,163.0,1502.0,469.0,59.88682,420039.0,,,,
24842,1444.0371,488.98132,-186.0,163.0,1502.0,470.0,59.920513,420055.0,,,,
24843,1443.4995,489.59482,-186.0,163.0,1502.0,470.0,60.153423,420071.0,,,,
24844,1442.9619,490.2083,-186.0,163.0,1502.0,471.0,59.891125,420089.0,,,,
