frame,x,y,IOIx,IOIy,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = true
411,0.01,0.01,10000.0,10000.0,59.74028,12523.0,,,,
412,0.02,0.02,10000.0,10000.0,58.734432,12532.0,,,,
413,0.03,0.03,10000.0,10000.0,58.521606,12548.0,,,,
414,0.04,0.04,10000.0,10000.0,58.777836,12563.0,,,,
415,0.049999997,0.049999997,10000.0,10000.0,58.822495,12579.0,,,,
416,0.059999995,0.059999995,10000.0,10000.0,58.60574,12598.0,,,,
417,0.06999999,0.06999999,10000.0,10000.0,58.69478,12614.0,,,,
418,0.07999999,0.07999999,10000.0,10000.0,58.97063,12630.0,,,,
419,0.08999999,0.08999999,10000.0,10000.0,58.88145,12648.0,,,,
420,0.09999999,0.09999999,10000.0,10000.0,58.962708,12664.0,,,,
421,0.109999985,0.109999985,10000.0,10000.0,58.87427,12681.0,,,,
422,0.11999998,0.11999998,10000.0,10000.0,59.054024,12697.0,,,,
423,0.12999998,0.12999998,10000.0,10000.0,58.892838,12715.0,,,,
424,0.13999999,0.13999999,10000.0,10000.0,59.154064,12730.0,,,,
425,0.14999999,0.14999999,10000.0,10000.0,59.09238,12747.0,,,,
426,0.16,0.16,10000.0,10000.0,58.972824,12765.0,,,,
427,0.17,0.17,10000.0,10000.0,59.41268,12779.0,,,,
428,0.18,0.18,10000.0,10000.0,59.305614,12796.0,,,,
429,0.19000001,0.19000001,10000.0,10000.0,59.36905,12813.0,,,,
430,0.20000002,0.20000002,10000.0,10000.0,59.46859,12829.0,,,,
431,0.21000002,0.21000002,10000.0,10000.0,59.40113,12847.0,,,,
432,0.22000003,0.22000003,10000.0,10000.0,59.425777,12863.0,,,,
433,0.23000003,0.23000003,10000.0,10000.0,59.301712,12881.0,,,,
434,0.24000004,0.24000004,10000.0,10000.0,59.4895,12897.0,,,,
435,0.25000003,0.25000003,10000.0,10000.0,59.595097,12913.0,,,,
436,0.26000002,0.26000002,10000.0,10000.0,59.650154,12930.0,,,,
437,0.27,0.27,10000.0,10000.0,59.380283,12948.0,,,,
438,0.28,0.28,10000.0,10000.0,59.325962,12964.0,,,,
439,0.29,0.29,10000.0,10000.0,59.765743,12979.0,,,,
440,0.29999998,0.29999998,10000.0,10000.0,59.572124,12997.0,,,,
441,0.30999997,0.30999997,10000.0,10000.0,59.864143,13012.0,,,,
442,0.31999996,0.31999996,10000.0,10000.0,59.33484,13032.0,,,,
443,0.32999995,0.32999995,10000.0,10000.0,59.6997,13046.0,,,,
444,0.33999994,0.33999994,10000.0,10000.0,59.636127,13063.0,,,,
445,0.34999993,0.34999993,10000.0,10000.0,59.873764,13079.0,,,,
446,0.35999992,0.35999992,10000.0,10000.0,59.744465,13096.0,,,,
447,0.36999992,0.36999992,10000.0,10000.0,59.61495,13114.0,,,,
448,0.3799999,0.3799999,10000.0,10000.0,59.555683,13131.0,,,,
449,0.3899999,0.3899999,10000.0,10000.0,59.798706,13146.0,,,,
450,0.3999999,0.3999999,10000.0,10000.0,59.422382,13165.0,,,,
451,0.40999988,0.40999988,10000.0,10000.0,59.85124,13179.0,,,,
452,0.41999987,0.41999987,10000.0,10000.0,59.840027,13196.0,,,,
453,0.42999986,0.42999986,10000.0,10000.0,59.865635,13213.0,,,,
454,0.43999985,0.43999985,10000.0,10000.0,59.89332,13229.0,,,,
455,0.44999984,0.44999984,10000.0,10000.0,59.76011,13246.0,,,,
456,0.45999983,0.45999983,10000.0,10000.0,59.71337,13264.0,,,,
457,0.46999982,0.46999982,10000.0,10000.0,59.994827,13279.0,,,,
458,0.4799998,0.4799998,10000.0,10000.0,59.514584,13298.0,,,,
459,0.4899998,0.4899998,10000.0,10000.0,59.902283,13313.0,,,,
460,0.4999998,0.4999998,10000.0,10000.0,59.75799,13331.0,,,,
461,0.5099998,0.5099998,10000.0,10000.0,59.927006,13346.0,,,,
462,0.5199998,0.5199998,10000.0,10000.0,59.933006,13363.0,,,,
463,0.5299998,0.5299998,10000.0,10000.0,59.882965,13380.0,,,,
464,0.5399998,0.5399998,10000.0,10000.0,59.939934,13396.0,,,,
465,0.5499998,0.5499998,10000.0,10000.0,60.17015,13412.0,,,,
466,0.55999976,0.55999976,10000.0,10000.0,60.04403,13429.0,,,,
467,0.56999975,0.56999975,10000.0,10000.0,59.764626,13447.0,,,,
468,0.57999974,0.57999974,10000.0,10000.0,59.931076,13463.0,,,,
469,0.58999974,0.58999974,10000.0,10000.0,60.05764,13479.0,,,,
470,0.5999997,0.5999997,10000.0,10000.0,60.170685,13495.0,,,,
471,0.6099997,0.6099997,10000.0,10000.0,59.923916,13513.0,,,,
472,0.6199997,0.6199997,10000.0,10000.0,60.08775,13529.0,,,,
473,0.6299997,0.6299997,10000.0,10000.0,59.51185,13549.0,,,,
474,0.6399997,0.6399997,10000.0,10000.0,59.963055,13563.0,,,,
475,0.6499997,0.6499997,10000.0,10000.0,59.634254,13582.0,,,,
476,0.65999967,0.65999967,10000.0,10000.0,59.850918,13597.0,,,,
477,0.66999966,0.66999966,10000.0,10000.0,59.961964,13613.0,,,,
478,0.67999965,0.67999965,10000.0,10000.0,60.09945,13629.0,,,,
479,0.68999964,0.68999964,10000.0,10000.0,60.050304,13646.0,,,,
480,0.69999963,0.69999963,10000.0,10000.0,59.95768,13663.0,,,,
481,0.7099996,0.7099996,10000.0,10000.0,60.07826,13680.0,,,,
482,0.7199996,0.7199996,10000.0,10000.0,59.802692,13698.0,,,,
483,0.7299996,0.7299996,10000.0,10000.0,59.97459,13713.0,,,,
484,0.7399996,0.7399996,10000.0,10000.0,60.241814,13729.0,,,,
485,0.7499996,0.7499996,10000.0,10000.0,60.200916,13745.0,,,,
486,0.7599996,0.7599996,10000.0,10000.0,59.958843,13764.0,,,,
487,0.76999956,0.76999956,10000.0,10000.0,60.081375,13779.0,,,,
488,0.77999955,0.77999955,10000.0,10000.0,60.211853,13795.0,,,,
489,0.78999954,0.78999954,10000.0,10000.0,59.948193,13813.0,,,,
490,0.79999954,0.79999954,10000.0,10000.0,59.881016,13830.0,,,,
491,0.8099995,0.8099995,10000.0,10000.0,60.050392,13846.0,,,,
492,0.8199995,0.8199995,10000.0,10000.0,60.165417,13862.0,,,,
493,0.8299995,0.8299995,10000.0,10000.0,60.05828,13879.0,,,,
494,0.8399995,0.8399995,10000.0,10000.0,60.17304,13895.0,,,,
495,0.8499995,0.8499995,10000.0,10000.0,59.920044,13913.0,,,,
496,0.8599995,0.8599995,10000.0,10000.0,60.059097,13929.0,,,,
497,0.86999947,0.86999947,10000.0,10000.0,60.0114,13946.0,,,,
498,0.87999946,0.87999946,10000.0,10000.0,59.71754,13965.0,,,,
499,0.88999945,0.88999945,10000.0,10000.0,59.72738,13982.0,,,,
500,0.89999944,0.89999944,10000.0,10000.0,60.02178,13996.0,,,,
501,0.90999943,0.90999943,10000.0,10000.0,59.63377,14015.0,,,,
502,0.9199994,0.9199994,10000.0,10000.0,59.904613,14030.0,,,,
503,0.9299994,0.9299994,10000.0,10000.0,59.82844,14048.0,,,,
504,0.9399994,0.9399994,10000.0,10000.0,59.976704,14064.0,,,,
505,0.9499994,0.9499994,10000.0,10000.0,59.820126,14081.0,,,,
506,0.9599994,0.9599994,10000.0,10000.0,60.06189,14096.0,,,,
507,0.9699994,0.9699994,10000.0,10000.0,59.633625,14115.0,,,,
508,0.97999936,0.97999936,10000.0,10000.0,59.984825,14130.0,,,,
509,0.98999935,0.98999935,10000.0,10000.0,60.030167,14146.0,,,,
510,0.99999934,0.99999934,10000.0,10000.0,59.69061,14166.0,,,,
511,1.0099994,1.0099994,10000.0,10000.0,60.118763,14180.0,,,,
512,1.0199994,1.0199994,10000.0,10000.0,59.775356,14198.0,,,,
513,1.0299994,1.0299994,10000.0,10000.0,59.794975,14215.0,,,,
514,1.0399994,1.0399994,10000.0,10000.0,60.15723,14229.0,,,,
515,1.0499994,1.0499994,10000.0,10000.0,59.815353,14248.0,,,,
516,1.0599993,1.0599993,10000.0,10000.0,59.715668,14265.0,,,,
517,1.0699993,1.0699993,10000.0,10000.0,60.180714,14279.0,,,,
518,1.0799993,1.0799993,10000.0,10000.0,59.771454,14298.0,,,,
519,1.0899993,1.0899993,10000.0,10000.0,60.064903,14313.0,,,,
520,1.0999993,1.0999993,10000.0,10000.0,60.167618,14329.0,,,,
521,1.1099993,1.1099993,10000.0,10000.0,60.1189,14347.0,,,,
522,1.1199993,1.1199993,10000.0,10000.0,60.048668,14363.0,,,,
523,1.1299993,1.1299993,10000.0,10000.0,60.167343,14379.0,,,,
524,1.1399993,1.1399993,10000.0,10000.0,59.76196,14398.0,,,,
525,1.1499993,1.1499993,10000.0,10000.0,60.01491,14413.0,,,,
526,1.1599993,1.1599993,10000.0,10000.0,59.83091,14431.0,,,,
527,1.1699992,1.1699992,10000.0,10000.0,60.117966,14446.0,,,,
528,1.1799992,1.1799992,10000.0,10000.0,60.239307,14462.0,,,,
529,1.1899992,1.1899992,10000.0,10000.0,60.15588,14479.0,,,,
530,1.1999992,1.1999992,10000.0,10000.0,60.09379,14497.0,,,,
531,1.2099992,1.2099992,10000.0,10000.0,59.715317,14515.0,,,,
532,1.2199992,1.2199992,10000.0,10000.0,60.09997,14530.0,,,,
533,1.2299992,1.2299992,10000.0,10000.0,60.095783,14546.0,,,,
534,1.2399992,1.2399992,10000.0,10000.0,59.817486,14565.0,,,,
535,1.2499992,1.2499992,10000.0,10000.0,59.794262,14582.0,,,,
536,1.2599992,1.2599992,10000.0,10000.0,59.84258,14598.0,,,,
537,1.2699991,1.2699991,10000.0,10000.0,60.0538,14613.0,,,,
538,1.2799991,1.2799991,10000.0,10000.0,60.174084,14630.0,,,,
539,1.2899991,1.2899991,10000.0,10000.0,60.21921,14646.0,,,,
540,1.2999991,1.2999991,10000.0,10000.0,60.03882,14663.0,,,,
541,1.3099991,1.3099991,10000.0,10000.0,59.92391,14680.0,,,,
542,1.3199991,1.3199991,10000.0,10000.0,60.09703,14696.0,,,,
543,1.3299991,1.3299991,10000.0,10000.0,59.80938,14715.0,,,,
544,1.3399991,1.3399991,10000.0,10000.0,60.144547,14730.0,,,,
545,1.3499991,1.3499991,10000.0,10000.0,59.882515,14747.0,,,,
546,1.3599991,1.3599991,10000.0,10000.0,60.03977,14763.0,,,,
547,1.369999,1.369999,10000.0,10000.0,59.809044,14781.0,,,,
548,1.379999,1.379999,10000.0,10000.0,60.118958,14796.0,,,,
549,1.389999,1.389999,10000.0,10000.0,59.704655,14816.0,,,,
550,1.399999,1.399999,10000.0,10000.0,59.88506,14831.0,,,,
551,1.409999,1.409999,10000.0,10000.0,59.851803,14848.0,,,,
552,1.419999,1.419999,10000.0,10000.0,60.079426,14864.0,,,,
553,1.429999,1.429999,10000.0,10000.0,59.849197,14882.0,,,,
554,1.439999,1.439999,10000.0,10000.0,59.817486,14898.0,,,,
555,1.449999,1.449999,10000.0,10000.0,59.958534,14914.0,,,,
556,1.459999,1.459999,10000.0,10000.0,60.19947,14929.0,,,,
557,1.469999,1.469999,10000.0,10000.0,59.958527,14947.0,,,,
558,1.479999,1.479999,10000.0,10000.0,59.942123,14964.0,,,,
559,1.4899989,1.4899989,10000.0,10000.0,60.190666,14979.0,,,,
560,1.4999989,1.4999989,10000.0,10000.0,60.139614,14996.0,,,,
