frame,x,y,IOIx,IOIy,xGhost,yGhost,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = true
18952,276.43182,711.32434,-176.0,-148.0,274.0,733.0,60.00443,321592.0,,,,
18953,275.86365,710.6487,-176.0,-148.0,274.0,732.0,60.09732,321608.0,,,,
18954,275.29547,709.973,-176.0,-148.0,274.0,731.0,60.023045,321625.0,,,,
18955,274.7273,709.29736,-176.0,-148.0,274.0,731.0,59.988544,321642.0,,,,
18956,274.15912,708.6217,-176.0,-148.0,274.0,730.0,59.907112,321659.0,,,,
18957,273.59094,707.94604,-176.0,-148.0,274.0,730.0,60.022438,321675.0,,,,
18958,273.02277,707.2704,-176.0,-148.0,274.0,729.0,60.174686,321691.0,,,,
18959,272.4546,706.5947,-176.0,-148.0,274.0,729.0,59.8977,321710.0,,,,
18960,271.8864,705.91907,-176.0,-148.0,274.0,728.0,59.76061,321727.0,,,,
18961,271.31824,705.2434,-176.0,-148.0,274.0,727.0,59.98181,321742.0,,,,
18962,270.75006,704.56775,-176.0,-148.0,274.0,727.0,59.9174,321759.0,,,,
18963,270.1819,703.8921,-176.0,-148.0,274.0,726.0,60.003555,321776.0,,,,
18964,269.6137,703.21643,-176.0,-148.0,275.0,726.0,60.178318,321791.0,,,,
18965,269.04553,702.5408,-176.0,-148.0,275.0,725.0,60.197872,321808.0,,,,
18966,268.47736,701.8651,-176.0,-148.0,275.0,724.0,59.69073,321828.0,,,,
18967,267.90918,701.18945,-176.0,-148.0,275.0,724.0,60.153973,321841.0,,,,
18968,267.341,700.5138,-176.0,-148.0,275.0,723.0,59.62188,321861.0,,,,
18969,266.77283,699.83813,-176.0,-148.0,275.0,723.0,60.08853,321875.0,,,,
18970,266.20465,699.1625,-176.0,-148.0,275.0,722.0,60.129696,321892.0,,,,
18971,265.63647,698.4868,-176.0,-148.0,275.0,721.0,59.61459,321911.0,,,,
18972,265.0683,697.81116,-176.0,-148.0,275.0,721.0,59.89059,321927.0,,,,
18973,264.50012,697.1355,-176.0,-148.0,275.0,720.0,60.177006,321941.0,,,,
18974,263.93195,696.45984,-176.0,-148.0,276.0,719.0,60.124386,321958.0,,,,
18975,263.36377,695.7842,-176.0,-148.0,276.0,719.0,59.803593,321977.0,,,,
18976,262.7956,695.1085,-176.0,-148.0,276.0,718.0,59.83776,321993.0,,,,
18977,262.22742,694.43286,-176.0,-148.0,276.0,718.0,59.724403,322011.0,,,,
18978,261.65924,693.7572,-176.0,-148.0,276.0,717.0,60.285824,322024.0,,,,
18979,261.09106,693.08154,-176.0,-148.0,276.0,716.0,59.935444,322043.0,,,,
18980,260.5229,692.4059,-176.0,-148.0,276.0,716.0,60.148483,322058.0,,,,
18981,259.9547,691.7302,-176.0,-148.0,276.0,715.0,60.05041,322075.0,,,,
18982,259.38654,691.05457,-176.0,-148.0,277.0,715.0,60.172756,322091.0,,,,
18983,258.81836,690.3789,-176.0,-148.0,277.0,714.0,59.83434,322110.0,,,,
18984,258.25018,689.70325,-176.0,-148.0,277.0,713.0,60.095535,322125.0,,,,
18985,257.682,689.0276,-176.0,-148.0,277.0,713.0,60.148457,322142.0,,,,
18986,257.11383,688.3519,-176.0,-148.0,277.0,712.0,60.03011,322159.0,,,,
18987,256.54565,687.6763,-176.0,-148.0,277.0,711.0,60.02836,322175.0,,,,
18988,255.97748,687.0006,-176.0,-148.0,277.0,711.0,60.173035,322192.0,,,,
18989,255.4093,686.32495,-176.0,-148.0,277.0,710.0,60.094807,322208.0,,,,
18990,254.84113,685.6493,-176.0,-148.0,277.0,710.0,59.834583,322227.0,,,,
18991,254.27295,684.97363,-176.0,-148.0,278.0,709.0,59.98466,322242.0,,,,
18992,253.70477,684.298,-176.0,-148.0,278.0,708.0,59.945347,322259.0,,,,
18993,253.1366,683.6223,-176.0,-148.0,278.0,708.0,60.229958,322274.0,,,,
18994,252.56842,682.94666,-176.0,-148.0,278.0,707.0,60.151814,322291.0,,,,
18995,252.00024,682.271,-176.0,-148.0,278.0,706.0,59.630207,322311.0,,,,
18996,251.43207,681.59534,-176.0,-148.0,278.0,706.0,60.04429,322325.0,,,,
18997,250.86389,680.9197,-176.0,-148.0,278.0,705.0,59.94798,322343.0,,,,
18998,250.29572,680.244,-176.0,-148.0,278.0,704.0,59.923008,322359.0,,,,
18999,249.72754,679.56836,-176.0,-148.0,279.0,704.0,59.728584,322377.0,,,,
