frame,x,y,IOIx,IOIy,frameRate,time,W = 1792,H = 1120,taps = 2,hiding = false
1066,0.01,0.01,10000.0,10000.0,60.29462,23583.0,,,,
1067,0.02,0.02,10000.0,10000.0,59.14529,23592.0,,,,
1068,0.03,0.03,10000.0,10000.0,58.845978,23608.0,,,,
1069,0.04,0.04,10000.0,10000.0,58.99402,23623.0,,,,
1070,0.049999997,0.049999997,10000.0,10000.0,58.87424,23641.0,,,,
1071,0.059999995,0.059999995,10000.0,10000.0,58.928425,23657.0,,,,
1072,0.06999999,0.06999999,10000.0,10000.0,59.154575,23673.0,,,,
1073,0.07999999,0.07999999,10000.0,10000.0,59.129826,23690.0,,,,
1074,0.08999999,0.08999999,10000.0,10000.0,59.22073,23706.0,,,,
1075,0.09999999,0.09999999,10000.0,10000.0,59.270737,23723.0,,,,
1076,0.109999985,0.109999985,10000.0,10000.0,59.029392,23741.0,,,,
1077,0.11999998,0.11999998,10000.0,10000.0,59.10046,23757.0,,,,
1078,0.12999998,0.12999998,10000.0,10000.0,59.620354,23772.0,,,,
1079,0.13999999,0.13999999,10000.0,10000.0,59.220528,23791.0,,,,
1080,0.14999999,0.14999999,10000.0,10000.0,59.251938,23807.0,,,,
1081,0.16,0.16,10000.0,10000.0,59.264942,23825.0,,,,
1082,0.17,0.17,10000.0,10000.0,59.224915,23841.0,,,,
1083,0.18,0.18,10000.0,10000.0,59.373093,23857.0,,,,
1084,0.19000001,0.19000001,10000.0,10000.0,59.442722,23873.0,,,,
1085,0.20000002,0.20000002,10000.0,10000.0,59.735176,23888.0,,,,
1086,0.21000002,0.21000002,10000.0,10000.0,59.66781,23905.0,,,,
1087,0.22000003,0.22000003,10000.0,10000.0,59.445423,23923.0,,,,
1088,0.23000003,0.23000003,10000.0,10000.0,59.78073,23938.0,,,,
1089,0.24000004,0.24000004,10000.0,10000.0,59.88096,23955.0,,,,
1090,0.25000003,0.25000003,10000.0,10000.0,59.843426,23972.0,,,,
1091,0.26000002,0.26000002,10000.0,10000.0,59.64526,23990.0,,,,
1092,0.27,0.27,10000.0,10000.0,59.572395,24007.0,,,,
1093,0.28,0.28,10000.0,10000.0,59.433716,24024.0,,,,
1094,0.29,0.29,10000.0,10000.0,59.856197,24038.0,,,,
1095,0.29999998,0.29999998,10000.0,10000.0,59.50465,24057.0,,,,
1096,0.30999997,0.30999997,10000.0,10000.0,59.453167,24074.0,,,,
1097,0.31999996,0.31999996,10000.0,10000.0,59.88075,24089.0,,,,
1098,0.32999995,0.32999995,10000.0,10000.0,59.55292,24107.0,,,,
1099,0.33999994,0.33999994,10000.0,10000.0,59.86349,24122.0,,,,
1100,0.34999993,0.34999993,10000.0,10000.0,59.64833,24140.0,,,,
1101,0.35999992,0.35999992,10000.0,10000.0,59.95013,24155.0,,,,
1102,0.36999992,0.36999992,10000.0,10000.0,60.01131,24172.0,,,,
1103,0.3799999,0.3799999,10000.0,10000.0,59.79468,24190.0,,,,
1104,0.3899999,0.3899999,10000.0,10000.0,60.032692,24205.0,,,,
1105,0.3999999,0.3999999,10000.0,10000.0,59.511433,24225.0,,,,
1106,0.40999988,0.40999988,10000.0,10000.0,59.898792,24240.0,,,,
1107,0.41999987,0.41999987,10000.0,10000.0,59.975994,24256.0,,,,
1108,0.42999986,0.42999986,10000.0,10000.0,60.07665,24272.0,,,,
1109,0.43999985,0.43999985,10000.0,10000.0,60.02148,24289.0,,,,
1110,0.44999984,0.44999984,10000.0,10000.0,59.948917,24306.0,,,,
1111,0.45999983,0.45999983,10000.0,10000.0,59.90236,24323.0,,,,
1112,0.46999982,0.46999982,10000.0,10000.0,59.84403,24340.0,,,,
1113,0.4799998,0.4799998,10000.0,10000.0,59.906322,24356.0,,,,
1114,0.4899998,0.4899998,10000.0,10000.0,59.873962,24373.0,,,,
1115,0.4999998,0.4999998,10000.0,10000.0,59.640797,24391.0,,,,
1116,0.5099998,0.5099998,10000.0,10000.0,59.7027,24407.0,,,,
1117,0.5199998,0.5199998,10000.0,10000.0,60.132206,24422.0,,,,
1118,0.5299998,0.5299998,10000.0,10000.0,59.88883,24440.0,,,,
1119,0.5399998,0.5399998,10000.0,10000.0,60.00203,24455.0,,,,
1120,0.5499998,0.5499998,10000.0,10000.0,59.955727,24472.0,,,,
1121,0.55999976,0.55999976,10000.0,10000.0,60.069218,24488.0,,,,
1122,0.56999975,0.56999975,10000.0,10000.0,59.752686,24507.0,,,,
1123,0.57999974,0.57999974,10000.0,10000.0,60.13008,24522.0,,,,
1124,0.58999974,0.58999974,10000.0,10000.0,60.065132,24538.0,,,,
1125,0.5999997,0.5999997,10000.0,10000.0,59.990284,24556.0,,,,
1126,0.6099997,0.6099997,10000.0,10000.0,59.7181,24575.0,,,,
1127,0.6199997,0.6199997,10000.0,10000.0,60.1508,24588.0,,,,
1128,0.6299997,0.6299997,10000.0,10000.0,60.088226,24605.0,,,,
1129,0.6399997,0.6399997,10000.0,10000.0,59.857216,24624.0,,,,
1130,0.6499997,0.6499997,10000.0,10000.0,59.909344,24639.0,,,,
1131,0.65999967,0.65999967,10000.0,10000.0,60.031914,24655.0,,,,
1132,0.66999966,0.66999966,10000.0,10000.0,60.1436,24672.0,,,,
1133,0.67999965,0.67999965,10000.0,10000.0,59.900913,24690.0,,,,
1134,0.68999964,0.68999964,10000.0,10000.0,60.013996,24706.0,,,,
1135,0.69999963,0.69999963,10000.0,10000.0,60.132824,24722.0,,,,
1136,0.7099996,0.7099996,10000.0,10000.0,59.956203,24739.0,,,,
1137,0.7199996,0.7199996,10000.0,10000.0,60.008987,24755.0,,,,
1138,0.7299996,0.7299996,10000.0,10000.0,59.776134,24773.0,,,,
1139,0.7399996,0.7399996,10000.0,10000.0,59.752964,24791.0,,,,
1140,0.7499996,0.7499996,10000.0,10000.0,60.03679,24806.0,,,,
1141,0.7599996,0.7599996,10000.0,10000.0,60.1531,24822.0,,,,
1142,0.76999956,0.76999956,10000.0,10000.0,59.911644,24840.0,,,,
1143,0.77999955,0.77999955,10000.0,10000.0,60.1029,24855.0,,,,
1144,0.78999954,0.78999954,10000.0,10000.0,60.026398,24873.0,,,,
1145,0.79999954,0.79999954,10000.0,10000.0,59.905617,24890.0,,,,
1146,0.8099995,0.8099995,10000.0,10000.0,59.85427,24906.0,,,,
1147,0.8199995,0.8199995,10000.0,10000.0,59.686924,24925.0,,,,
1148,0.8299995,0.8299995,10000.0,10000.0,59.944397,24940.0,,,,
1149,0.8399995,0.8399995,10000.0,10000.0,59.702255,24958.0,,,,
1150,0.8499995,0.8499995,10000.0,10000.0,60.025475,24972.0,,,,
1151,0.8599995,0.8599995,10000.0,10000.0,59.944492,24990.0,,,,
1152,0.86999947,0.86999947,10000.0,10000.0,59.985947,25006.0,,,,
1153,0.87999946,0.87999946,10000.0,10000.0,59.954376,25023.0,,,,
1154,0.88999945,0.88999945,10000.0,10000.0,60.143497,25039.0,,,,
1155,0.89999944,0.89999944,10000.0,10000.0,59.734047,25057.0,,,,
1156,0.90999943,0.90999943,10000.0,10000.0,59.872616,25073.0,,,,
1157,0.9199994,0.9199994,10000.0,10000.0,60.185535,25088.0,,,,
1158,0.9299994,0.9299994,10000.0,10000.0,60.08771,25105.0,,,,
1159,0.9399994,0.9399994,10000.0,10000.0,60.200073,25122.0,,,,
1160,0.9499994,0.9499994,10000.0,10000.0,60.10325,25139.0,,,,
1161,0.9599994,0.9599994,10000.0,10000.0,60.069168,25156.0,,,,
1162,0.9699994,0.9699994,10000.0,10000.0,60.17727,25172.0,,,,
1163,0.97999936,0.97999936,10000.0,10000.0,60.11232,25188.0,,,,
1164,0.98999935,0.98999935,10000.0,10000.0,59.588596,25208.0,,,,
1165,0.99999934,0.99999934,10000.0,10000.0,60.033436,25222.0,,,,
1166,1.0099994,1.0099994,10000.0,10000.0,59.93273,25240.0,,,,
1167,1.0199994,1.0199994,10000.0,10000.0,60.172436,25255.0,,,,
1168,1.0299994,1.0299994,10000.0,10000.0,59.879253,25273.0,,,,
1169,1.0399994,1.0399994,10000.0,10000.0,59.8453,25290.0,,,,
1170,1.0499994,1.0499994,10000.0,10000.0,59.690887,25308.0,,,,
1171,1.0599993,1.0599993,10000.0,10000.0,59.72082,25325.0,,,,
1172,1.0699993,1.0699993,10000.0,10000.0,59.87454,25340.0,,,,
1173,1.0799993,1.0799993,10000.0,10000.0,60.072605,25356.0,,,,
1174,1.0899993,1.0899993,10000.0,10000.0,59.731873,25374.0,,,,
1175,1.0999993,1.0999993,10000.0,10000.0,60.02241,25390.0,,,,
1176,1.1099993,1.1099993,10000.0,10000.0,60.308994,25405.0,,,,
1177,1.1199993,1.1199993,10000.0,10000.0,59.857647,25424.0,,,,
1178,1.1299993,1.1299993,10000.0,10000.0,59.993988,25439.0,,,,
1179,1.1399993,1.1399993,10000.0,10000.0,60.10298,25456.0,,,,
1180,1.1499993,1.1499993,10000.0,10000.0,60.042583,25472.0,,,,
1181,1.1599993,1.1599993,10000.0,10000.0,59.9787,25490.0,,,,
1182,1.1699992,1.1699992,10000.0,10000.0,60.088665,25506.0,,,,
1183,1.1799992,1.1799992,10000.0,10000.0,60.060894,25523.0,,,,
1184,1.1899992,1.1899992,10000.0,10000.0,59.85112,25541.0,,,,
1185,1.1999992,1.1999992,10000.0,10000.0,59.893364,25557.0,,,,
1186,1.2099992,1.2099992,10000.0,10000.0,60.229877,25571.0,,,,
1187,1.2199992,1.2199992,10000.0,10000.0,60.09293,25589.0,,,,
1188,1.2299992,1.2299992,10000.0,10000.0,60.08826,25606.0,,,,
1189,1.2399992,1.2399992,10000.0,10000.0,60.211727,25622.0,,,,
1190,1.2499992,1.2499992,10000.0,10000.0,59.9453,25640.0,,,,
1191,1.2599992,1.2599992,10000.0,10000.0,60.08007,25655.0,,,,
1192,1.2699991,1.2699991,10000.0,10000.0,59.964436,25673.0,,,,
1193,1.2799991,1.2799991,10000.0,10000.0,60.168354,25688.0,,,,
1194,1.2899991,1.2899991,10000.0,10000.0,60.067913,25705.0,,,,
1195,1.2999991,1.2999991,10000.0,10000.0,59.744114,25724.0,,,,
1196,1.3099991,1.3099991,10000.0,10000.0,60.14773,25739.0,,,,
1197,1.3199991,1.3199991,10000.0,10000.0,59.763924,25758.0,,,,
1198,1.3299991,1.3299991,10000.0,10000.0,60.0429,25773.0,,,,
1199,1.3399991,1.3399991,10000.0,10000.0,59.961437,25790.0,,,,
1200,1.3499991,1.3499991,10000.0,10000.0,60.083332,25806.0,,,,
1201,1.3599991,1.3599991,10000.0,10000.0,59.80602,25824.0,,,,
1202,1.369999,1.369999,10000.0,10000.0,59.96464,25839.0,,,,
1203,1.379999,1.379999,10000.0,10000.0,60.089947,25855.0,,,,
1204,1.389999,1.389999,10000.0,10000.0,60.199978,25872.0,,,,
1205,1.399999,1.399999,10000.0,10000.0,60.1452,25889.0,,,,
1206,1.409999,1.409999,10000.0,10000.0,60.154766,25905.0,,,,
1207,1.419999,1.419999,10000.0,10000.0,59.85827,25923.0,,,,
1208,1.429999,1.429999,10000.0,10000.0,60.13148,25938.0,,,,
1209,1.439999,1.439999,10000.0,10000.0,60.06952,25955.0,,,,
1210,1.449999,1.449999,10000.0,10000.0,59.8163,25973.0,,,,
1211,1.459999,1.459999,10000.0,10000.0,59.94758,25990.0,,,,
1212,1.469999,1.469999,10000.0,10000.0,60.07268,26006.0,,,,
1213,1.479999,1.479999,10000.0,10000.0,60.224564,26021.0,,,,
1214,1.4899989,1.4899989,10000.0,10000.0,59.954624,26040.0,,,,
1215,1.4999989,1.4999989,10000.0,10000.0,60.046406,26056.0,,,,
1216,1.5099989,1.5099989,10000.0,10000.0,59.996723,26072.0,,,,
1217,1.5199989,1.5199989,10000.0,10000.0,59.717575,26091.0,,,,
1218,1.5299989,1.5299989,10000.0,10000.0,59.642612,26108.0,,,,
